element	ion_stage	wavelength_vacuum_nm	wavelength_kind	intensity	gA_s-1	Ei_eV	Ek_eV	g_i	g_k	tp_ref	line_ref	quantitative_ready
Se	1	185.520000000	observed_vacuum	300							L3316	0
Se	1	185.880000000	observed_vacuum	250							L3316	0
Se	1	189.860000000	observed_vacuum	400							L3316	0
Se	1	191.380000000	observed_vacuum	350							L3316	0
Se	1	191.920000000	observed_vacuum	300							L3316	0
Se	1	196.090000000	observed_vacuum	500							L3316	0
Se	1	199.510000000	observed_vacuum	150							L3316	0
Se	1	204.045517249	observed_air	500							L3316	0
Se	1	207.546172809	observed_air	500							L3316	0
Se	1	216.487945238	observed_air	500							L3316	0
Se	1	233.351555538	observed_air	150							L3316	0
Se	1	241.423369885	observed_air	600							L3316	0
Se	1	254.876482103	observed_air	300							L3316	0
Se	1	432.991716539	observed_air	120							L3316	0
Se	1	433.151758645	observed_air	100							L3316	0
Se	1	473.212334709	observed_air	500							L3316	0
Se	1	474.032551930	observed_air	400							L3316	0
Se	1	474.352636706	observed_air	300							L3316	0
Se	1	536.699211348	observed_air	100							L3316	0
Se	1	537.139328731	observed_air	120							L3316	0
Se	1	537.559440782	observed_air	110							L3316	0
Se	1	632.734915986	observed_air	200							L3316	0
Se	1	683.318511511	observed_air	150							L3316	0
Se	1	699.261802690	observed_air	120							L1791	0
Se	1	699.372032367	observed_air	100							L1791	0
Se	1	701.274244528	observed_air	200							L1791	0
Se	1	701.580927104	observed_air	150							L1791	0
Se	1	706.401225118	observed_air	300							L1791	0
Se	1	757.718556896	observed_air	200							L3316	0
Se	1	758.548780850	observed_air	250							L3316	0
Se	1	759.429018301	observed_air	150							L3316	0
Se	1	760.889412266	observed_air	120							L3316	0
Se	1	800.320055159	observed_air	300							L3316	0
Se	1	803.861011432	observed_air	200							L3316	0
Se	1	806.311673306	observed_air	120							L3316	0
Se	1	806.751792178	observed_air	120							L3316	0
Se	1	808.332219043	observed_air	120							L3316	0
Se	1	809.542545958	observed_air	150							L3316	0
Se	1	809.692586485	observed_air	150							L3316	0
Se	1	815.154061770	observed_air	180							L3316	0
Se	1	815.424134729	observed_air	150							L3316	0
Se	1	815.994288754	observed_air	200							L3316	0
Se	1	816.534434674	observed_air	180							L3316	0
Se	1	818.514969729	observed_air	150							L3316	0
Se	1	818.725026479	observed_air	100							L3316	0
Se	1	819.685285910	observed_air	120							L3316	0
Se	1	844.278932141	observed_air	150							L2647	0
Se	1	845.270200095	observed_air	150							L2647	0
Se	1	874.473096371	observed_air	150							L2647	0
Se	1	892.130872980	observed_air	300							L2647	0
Se	1	897.215248626	observed_air	100							L2647	0
Se	1	900.444122302	observed_air	200							L2647	0
Se	1	904.109114040	observed_air	200							L2647	0
Se	1	908.563319418	observed_air	80							L2647	0
Se	1	909.128472363	observed_air	120							L2647	0
Se	1	914.333881150	observed_air	80							L2647	0
Se	1	918.439992505	observed_air	60							L2647	0
Se	1	927.366408762	observed_air	60							L2647	0
Se	1	943.508779098	observed_air	100							L2647	0
Se	2	303.958428324	observed_air	220							L3276	0
Se	2	304.218493316	observed_air	220							L3276	0
Se	2	407.134932102	observed_air	285							L3276	0
Se	2	417.647685922	observed_air	360							L3276	0
Se	2	418.207832836	observed_air	450							L3276	0
Se	2	438.413143573	observed_air	285							L3276	0
Se	2	444.724806715	observed_air	285							L3276	0
Se	2	445.044891108	observed_air	220							L3276	0
Se	2	446.885376455	observed_air	285							L3276	0
Se	2	484.195245351	observed_air	285							L3276	0
Se	2	484.635362076	observed_air	360							L3276	0
Se	2	522.895532205	observed_air	450							L3276	0
Se	2	530.687608471	observed_air	360							L3276	0
Se	2	552.393399880	observed_air	285							L3276	0
Se	2	556.844588826	observed_air	285							L3276	0
Se	2	586.792598499	observed_air	285							L3276	0
Se	2	605.767681839	observed_air	450							L3276	0
Se	2	644.598101636	observed_air	360							L3276	0
Se	2	649.229345778	observed_air	285							L3276	0
Se	2	653.680541808	observed_air	285							L3276	0
Th	1	234.608939098	ritz_air	69		0.0000000000	5.2847175900	5	3		L3552	0
Th	1	244.017294093	ritz_air	210		0.0000000000	5.0809594900	5	7		L3552	0
Th	1	248.416555477	ritz_air	69		0.0000000000	4.9909796900	5	7		L3552	0
Th	1	249.400014477	ritz_air	140		0.0000000000	4.9712987600	5	5		L3552	0
Th	1	249.587774065	ritz_air	13		0.3171586159	5.2847175900	1	3		L3552	0
Th	1	250.089298581	ritz_air	13		0.0000000000	4.9575971100	5	7		L3552	0
Th	1	252.451793170	ritz_air	34		0.0000000000	4.9112029200	5	7		L3552	0
Th	1	253.730410309	ritz_air	34		0.0000000000	4.8864540300	5	3		L3552	0
Th	1	254.681718380	ritz_air	140		0.0000000000	4.8682017400	5	7		L3552	0
Th	1	256.417025377	ritz_air	2		0.0000000000	4.8352560800	5	7		L3552	0
Th	1	257.637363114	ritz_air	4		0.0000000000	4.8123531800	5	5		L3552	0
Th	1	257.806090949	ritz_air	100		0.0000000000	4.8092036100	5	7		L3552	0
Th	1	258.562618713	ritz_air	2		0.0000000000	4.7951323700	5	7		L3552	0
Th	1	258.599943540	ritz_air	4		0.0000000000	4.7944402800	5	5		L3552	0
Th	1	260.306632753	ritz_air	5		0.0000000000	4.7630057300	5	7		L3552	0
Th	1	261.240695494	ritz_air	20		0.0000000000	4.7459756700	5	3		L3552	0
Th	1	261.664026109	ritz_air	6		0.0000000000	4.7382974400	5	7		L3552	0
Th	1	262.388386439	ritz_air	140		0.3557427977	5.0809594900	7	7		L3552	0
Th	1	262.543012253	ritz_air	140		0.0000000000	4.7224337600	5	5		L3552	0
Th	1	262.791082334	ritz_air	6		0.0000000000	4.7179758600	5	7		L3552	0
Th	1	263.363946863	ritz_air	27		0.0000000000	4.7077134000	5	5		L3552	0
Th	1	263.470143187	ritz_air	2		0.0000000000	4.7058158700	5	7		L3552	0
Th	1	264.165262055	ritz_air	13		0.4792576672	5.1726907600	3	5		L3552	0
Th	1	265.555125259	ritz_air	5		0.0000000000	4.6688685800	5	7		L3552	0
Th	1	265.842096943	ritz_air	4		0.0000000000	4.6638286400	5	3		L3552	0
Th	1	266.578571350	ritz_air	11		0.4572521355	5.1081961000	5	5		L3552	0
Th	1	267.845860372	ritz_air	13		0.4792576672	5.1081961000	3	5		L3552	0
Th	1	268.622456964	ritz_air	4		0.3557427977	4.9712987600	7	5		L3552	0
Th	1	269.111759639	ritz_air	13		0.0000000000	4.6071639000	5	3		L3552	0
Th	1	269.185528388	ritz_air	280		0.0000000000	4.6059013200	5	5		L3552	0
Th	1	269.422259357	ritz_air	69		0.3557427977	4.9575971100	7	7		L3552	0
Th	1	269.995250328	ritz_air	2		0.3557427977	4.9478309200	7	9		L3552	0
Th	1	271.209192011	ritz_air	6		0.0000000000	4.5715337800	5	5		L3552	0
Th	1	271.342049073	ritz_air	2		0.3171586159	4.8864540300	1	3		L3552	0
Th	1	271.464537639	ritz_air	100		0.0000000000	4.5672337000	5	3		L3552	0
Th	1	272.014087349	ritz_air	20		0.0000000000	4.5580065100	5	7		L3552	0
Th	1	272.166137085	ritz_air	69		0.3557427977	4.9112029200	7	7		L3552	0
Th	1	272.532862719	ritz_air	34		0.3557427977	4.9050730000	7	9		L3552	0
Th	1	272.712428135	ritz_air	280		0.0000000000	4.5463347300	5	5		L3552	0
Th	1	273.470773608	ritz_air	69		0.4572521355	4.9909796900	5	7		L3552	0
Th	1	273.547124090	ritz_air	55		0.0000000000	4.5324621400	5	3		L3552	0
Th	1	274.056518450	ritz_air	110		0.0000000000	4.5240375600	5	5		L5951	0
Th	1	274.408677781	ritz_air	4		0.3557427977	4.8739744900	7	9		L3552	0
Th	1	274.518677443	ritz_air	27		0.0000000000	4.5164212300	5	7		L3552	0
Th	1	274.729462545	ritz_air	180		0.6151672932	5.1281233300	9	9		L5951	0
Th	1	274.759725883	ritz_air	140		0.3557427977	4.8682017400	7	7		L3552	0
Th	1	274.922173277	ritz_air	200		0.3557427977	4.8655354100	7	5		L5951	0
Th	1	275.016457145	ritz_air	69		0.0000000000	4.5082465100	5	3		L3552	0
Th	1	275.499320305	ritz_air	11		0.4572521355	4.9575971100	5	7		L3552	0
Th	1	275.614976378	ritz_air	100		0.3171586159	4.8156151200	1	3		L3552	0
Th	1	275.772863709	ritz_air	4		0.7888365657	5.2847175900	5	3		L3552	0
Th	1	276.008601955	ritz_air	11		0.4792576672	4.9712987600	3	5		L3552	0
Th	1	276.327440407	ritz_air	210		0.0000000000	4.4868580000	5	5		L5951	0
Th	1	276.447360547	ritz_air	92		0.6151672932	5.1000789200	9	9		L5951	0
Th	1	276.780512523	ritz_air	70		0.3557427977	4.8352560800	7	7		L3552	0
Th	1	277.207486353	ritz_air	94		0.0000000000	4.4726136400	5	7		L5951	0
Th	1	277.299447723	ritz_air	5		0.9664909590	5.4376213200	9	11		L3552	0
Th	1	277.605520196	ritz_air	110		0.4792576672	4.9454584200	3	5		L5951	0
Th	1	277.630917377	ritz_air	140		0.6151672932	5.0809594900	9	7		L3552	0
Th	1	278.202911633	ritz_air	70		0.3557427977	4.8123531800	7	5		L3552	0
Th	1	278.369035096	ritz_air	140		0.4572521355	4.9112029200	5	7		L3552	0
Th	1	278.399661556	ritz_air	190		0.3557427977	4.8092036100	7	7		L5951	0
Th	1	278.868426782	ritz_air	140		0.6151672932	5.0611420400	9	11		L5951	0
Th	1	279.231959410	ritz_air	160		0.0000000000	4.4401865200	5	7		L5951	0
Th	1	279.282086634	ritz_air	71		0.3557427977	4.7951323700	7	7		L3552	0
Th	1	279.325633254	ritz_air	21		0.3557427977	4.7944402800	7	5		L3552	0
Th	1	279.618997812	ritz_air	140		0.6151672932	5.0492078800	9	11		L3552	0
Th	1	279.924467349	ritz_air	110		0.4572521355	4.8864540300	5	3		L3552	0
Th	1	280.025542018	ritz_air	140		0.3557427977	4.7833459800	7	9		L3552	0
Th	1	280.278103674	ritz_air	120		0.0000000000	4.4236134200	5	3		L5951	0
Th	1	280.573591832	ritz_air	140		0.4792576672	4.8982123300	3	3		L5951	0
Th	1	280.605358591	ritz_air	5		0.6897416420	5.1081961000	3	5		L3552	0
Th	1	280.915071253	ritz_air	83		0.3557427977	4.7693258000	7	5		L5951	0
Th	1	281.082781235	ritz_air	140		0.4572521355	4.8682017400	5	7		L3552	0
Th	1	281.322155744	ritz_air	11		0.4792576672	4.8864540300	3	3		L3552	0
Th	1	281.426247191	ritz_air	140		0.0000000000	4.4055662800	5	5		L3552	0
Th	1	281.800633744	ritz_air	7		0.3557427977	4.7554560500	7	5		L3552	0
Th	1	281.979904597	ritz_air	21		0.6151672932	5.0120833900	9	9		L3552	0
Th	1	281.991557448	ritz_air	170		0.0000000000	4.3967344000	5	7		L5951	0
Th	1	282.190000002	ritz_air	95		0.3557427977	4.7493853200	7	9		L5951	0
Th	1	282.903941777	ritz_air	230		0.3557427977	4.7382974400	7	7		L5951	0
Th	1	282.933464007	ritz_air	2900		0.9026202420	5.2847175900	5	3		L3552	0
Th	1	283.017619619	ritz_air	97		0.9026202420	5.2834145600	5	5		L5951	0
Th	1	283.056616171	ritz_air	250		0.0000000000	4.3801907900	5	3		L5951	0
Th	1	283.198004806	ritz_air	29		0.4572521355	4.8352560800	5	7		L3552	0
Th	1	283.339839556	ritz_air	82		0.6151672932	4.9909796900	9	7		L5951	0
Th	1	283.761851984	ritz_air	4		0.0000000000	4.3693046600	5	7		L3552	0
Th	1	283.931698624	ritz_air	220		0.3557427977	4.7224337600	7	5		L5951	0
Th	1	284.221856778	ritz_air	220		0.3557427977	4.7179758600	7	7		L3552	0
Th	1	284.358100196	ritz_air	79		0.7888365657	5.1489795800	5	5		L5951	0
Th	1	284.474236687	ritz_air	100		0.4572521355	4.8156151200	5	3		L5951	0
Th	1	284.687305966	ritz_air	94		0.4572521355	4.8123531800	5	5		L5951	0
Th	1	284.892085222	ritz_air	170		0.3557427977	4.7077134000	7	5		L5951	0
Th	1	285.016357727	ritz_air	150		0.3557427977	4.7058158700	7	7		L3552	0
Th	1	285.056330539	ritz_air	15		0.3557427977	4.7052058700	7	9		L3552	0
Th	1	285.239499510	ritz_air	140		0.3171586159	4.6638286400	1	3		L5951	0
Th	1	285.518024909	ritz_air	87		0.6151672932	4.9575971100	9	7		L5951	0
Th	1	285.797658602	ritz_air	87		0.0000000000	4.3381810300	5	3		L5951	0
Th	1	285.817476471	ritz_air	15		0.4572521355	4.7951323700	5	7		L3552	0
Th	1	286.133084027	ritz_air	130		0.4792576672	4.8123531800	3	5		L5951	0
Th	1	286.161606037	ritz_air	150		0.6151672932	4.9478309200	9	9		L3552	0
Th	1	286.435134276	ritz_air	15		0.6151672932	4.9436935000	9	11		L3552	0
Th	1	286.708251433	ritz_air	60		0.0000000000	4.3244028600	5	3		L3552	0
Th	1	286.798081526	ritz_air	60		0.3557427977	4.6787911900	7	5		L3552	0
Th	1	286.930260037	ritz_air	370		0.0000000000	4.3210569000	5	5		L5951	0
Th	1	287.021254422	ritz_air	7		0.9664909590	5.2861779600	9	11		L3552	0
Th	1	287.043017776	ritz_air	3		0.7888365657	5.1081961000	5	5		L3552	0
Th	1	287.457876860	ritz_air	110		0.3557427977	4.6688685800	7	7		L3552	0
Th	1	287.881821225	ritz_air	7		0.3557427977	4.6625169400	7	9		L3552	0
Th	1	287.950054027	ritz_air	96		0.4572521355	4.7630057300	5	7		L5951	0
Th	1	288.147797726	ritz_air	140		0.0000000000	4.3027987400	5	7		L5951	0
Th	1	288.455831606	ritz_air	90		0.4572521355	4.7554560500	5	5		L5951	0
Th	1	288.601420479	ritz_air	110		0.6151672932	4.9112029200	9	7		L3552	0
Th	1	289.002865421	ritz_air	170		0.4792576672	4.7693258000	3	5		L5951	0
Th	1	289.013807118	ritz_air	150		0.6151672932	4.9050730000	9	9		L5951	0
Th	1	289.092484515	ritz_air	90		0.0000000000	4.2887382000	5	3		L5951	0
Th	1	289.159387009	ritz_air	62		0.0000000000	4.2877459200	5	7		L3552	0
Th	1	289.611974623	ritz_air	99		0.4572521355	4.7382974400	5	7		L5951	0
Th	1	289.929221890	ritz_air	12		0.9664909590	5.2428518400	9	7		L3552	0
Th	1	289.940239609	ritz_air	82		0.4792576672	4.7554560500	3	5		L5951	0
Th	1	290.356325300	ritz_air	470		0.9026202420	5.1726907600	5	5		L3552	0
Th	1	290.935965427	ritz_air	350		0.0000000000	4.2615631200	5	5		L5951	0
Th	1	290.993282585	ritz_air	79		0.4572521355	4.7179758600	5	7		L5951	0
Th	1	290.995908233	ritz_air	130		0.3557427977	4.6164280800	7	5		L5951	0
Th	1	291.124233933	ritz_air	240		0.6151672932	4.8739744900	9	9		L3552	0
Th	1	291.340625396	ritz_air	160		0.0000000000	4.2556439900	5	5		L3552	0
Th	1	291.519384570	ritz_air	520*		0.6151672932	4.8682017400	9	7		L5951	0
Th	1	291.627705342	ritz_air	160		0.3557427977	4.6071975200	7	7		L3552	0
Th	1	291.695866189	ritz_air	160		0.4572521355	4.7077134000	5	5		L3552	0
Th	1	291.716644325	ritz_air	120		0.3557427977	4.6059013200	7	5		L3552	0
Th	1	291.722371741	ritz_air	580		0.3171586159	4.5672337000	1	3		L5951	0
Th	1	291.977641848	ritz_air	70		0.9026202420	5.1489795800	5	5		L5951	0
Th	1	292.241482091	ritz_air	23		0.9301651190	5.1726907600	7	5		L3552	0
Th	1	292.638229229	ritz_air	190		0.3557427977	4.5925166000	7	9		L5951	0
Th	1	293.159065120	ritz_air	6		0.0000000000	4.2292466200	5	3		L3552	0
Th	1	293.213896692	ritz_air	480		0.4792576672	4.7077134000	3	5		L3552	0
Th	1	293.251901100	ritz_air	240		0.6151672932	4.8430750400	9	11		L3552	0
Th	1	293.694305641	ritz_air	79		0.4572521355	4.6787911900	5	5		L5951	0
Th	1	293.747439800	ritz_air	240		1.0220763970	5.2428518400	5	7		L3552	0
Th	1	293.795235638	ritz_air	8		0.6151672932	4.8352560800	9	7		L3552	0
Th	1	294.094746831	ritz_air	570		0.3557427977	4.5715337800	7	5		L5951	0
Th	1	294.128756257	ritz_air	64		0.3171586159	4.5324621400	1	3		L3552	0
Th	1	294.386252061	ritz_air	330		0.4572521355	4.6688685800	5	7		L5951	0
Th	1	294.395681398	ritz_air	180		0.0000000000	4.2114815500	5	7		L5951	0
Th	1	294.458918069	ritz_air	71		0.9664909590	5.1770680700	9	9		L5951	0
Th	1	294.712309876	ritz_air	510		0.3557427977	4.5626996900	7	9		L5951	0
Th	1	294.738959482	ritz_air	120		0.4572521355	4.6638286400	5	3		L5951	0
Th	1	294.809090868	ritz_air	190		0.9026202420	5.1081961000	5	5		L5951	0
Th	1	294.832375641	ritz_air	160		0.9664909590	5.1717346300	9	11		L3552	0
Th	1	295.041450479	ritz_air	300		0.3557427977	4.5580065100	7	7		L5951	0
Th	1	295.049917579	ritz_air	80		0.7888365657	4.9909796900	5	7		L3552	0
Th	1	295.059993077	ritz_air	32		0.9664909590	5.1684906000	9	7		L3552	0
Th	1	295.233262047	ritz_air	80		0.4792576672	4.6787911900	3	5		L3552	0
Th	1	295.431725272	ritz_air	40		0.6897416420	4.8864540300	3	3		L3552	0
Th	1	295.620231036	ritz_air	16		0.6151672932	4.8092036100	9	7		L3552	0
Th	1	295.828198638	ritz_air	16		0.3171586159	4.5082465100	1	3		L3552	0
Th	1	295.852552681	ritz_air	180		0.0000000000	4.1907428900	5	7		L5951	0
Th	1	295.863210326	ritz_air	120		0.3557427977	4.5463347300	7	5		L3552	0
Th	1	296.000095297	ritz_air	320		1.0220763970	5.2107304000	5	5		L3552	0
Th	1	296.071671061	ritz_air	150		1.0056363970	5.1932777800	9	7		L5951	0
Th	1	296.430615166	ritz_air	120		0.0000000000	4.1825706200	5	5		L3552	0
Th	1	296.438300074	ritz_air	3		0.7888365657	4.9712987600	5	5		L3552	0
Th	1	296.573847731	ritz_air	240		0.0000000000	4.1805506200	5	5		L5951	0
Th	1	296.615393047	ritz_air	24		0.6151672932	4.7951323700	9	7		L3552	0
Th	1	296.701521436	ritz_air	170		0.6151672932	4.7939189800	9	11		L5951	0
Th	1	296.730808709	ritz_air	12		0.9026202420	5.0809594900	5	7		L3552	0
Th	1	296.752705147	ritz_air	8		0.9301651190	5.1081961000	7	5		L3552	0
Th	1	297.068873681	ritz_air	950		0.0000000000	4.1735842800	5	3		L5951	0
Th	1	297.143284167	ritz_air	80		1.0056363970	5.1781755400	9	11		L5951	0
Th	1	297.330362649	ritz_air	16		0.9301651190	5.1000789200	7	9		L3552	0
Th	1	297.445851347	ritz_air	24		0.3557427977	4.5240375600	7	5		L3552	0
Th	1	297.454134405	ritz_air	130		0.6151672932	4.7833459800	9	9		L5951	0
Th	1	297.697261832	ritz_air	330		0.0000000000	4.1647745600	5	7		L5951	0
Th	1	297.919250016	ritz_air	170		0.9664909590	5.1281622200	9	7		L3552	0
Th	1	297.965831597	ritz_air	130		0.9664909590	5.1275116200	9	11		L3552	0
Th	1	297.990339690	ritz_air	200		0.3557427977	4.5164212300	7	7		L5951	0
Th	1	298.097988456	ritz_air	410		0.4572521355	4.6164280800	5	5		L5951	0
Th	1	298.699929169	ritz_air	3		0.9301651190	5.0809594900	7	7		L3552	0
Th	1	298.761036372	ritz_air	400		0.4572521355	4.6071975200	5	7		L5951	0
Th	1	298.854380597	ritz_air	380		0.4572521355	4.6059013200	5	5		L5951	0
Th	1	298.912795132	ritz_air	560		0.6151672932	4.7630057300	9	7		L5951	0
Th	1	299.014119345	ritz_air	670		1.2911884280	5.4376213200	9	11		L3552	0
Th	1	299.158995400	ritz_air	130		0.0000000000	4.1444248700	5	5		L3552	0
Th	1	299.190334200	ritz_air	110		0.6151672932	4.7591580600	9	11		L5951	0
Th	1	299.683565987	ritz_air	170		0.4792576672	4.6164280800	3	5		L3552	0
Th	1	299.897580280	ritz_air	92		0.6151672932	4.7493853200	9	9		L5951	0
Th	1	300.122829382	ritz_air	170		0.3557427977	4.4868580000	7	5		L3552	0
Th	1	300.221138871	ritz_air	280		0.3557427977	4.4855052400	7	9		L5951	0
Th	1	300.326216048	ritz_air	280		0.0000000000	4.1283175300	5	5		L5951	0
Th	1	300.356139503	ritz_air	230		0.4792576672	4.6071639000	3	3		L5951	0
Th	1	300.448036399	ritz_air	120		0.4792576672	4.6059013200	3	5		L5951	0
Th	1	300.504121373	ritz_air	5		0.6897416420	4.8156151200	3	3		L3552	0
Th	1	300.704061196	ritz_air	450		0.6151672932	4.7382974400	9	7		L5951	0
Th	1	300.750979889	ritz_air	170		1.0056363970	5.1281233300	9	9		L5951	0
Th	1	300.759777082	ritz_air	5		0.7888365657	4.9112029200	5	7		L3552	0
Th	1	300.835243891	ritz_air	170		1.3882549450	5.5095871600	11	13		L3552	0
Th	1	300.980013975	ritz_air	140		0.9026202420	5.0219701100	5	3		L5951	0
Th	1	301.161253156	ritz_air	160		0.3557427977	4.4726136400	7	7		L5951	0
Th	1	301.350779411	ritz_air	260		0.4572521355	4.5715337800	5	5		L3552	0
Th	1	301.551974582	ritz_air	80		0.0000000000	4.1115366100	5	3		L5951	0
Th	1	301.666069038	ritz_air	68		0.4572521355	4.5672337000	5	3		L3552	0
Th	1	301.952281432	ritz_air	170		1.0220763970	5.1281622200	5	7		L3552	0
Th	1	302.193475609	ritz_air	110		0.6151672932	4.7179758600	9	7		L5951	0
Th	1	302.344853384	ritz_air	5		0.4572521355	4.5580065100	5	7		L3552	0
Th	1	302.576312151	ritz_air	260		0.7888365657	4.8864540300	5	3		L3552	0
Th	1	302.632964291	ritz_air	640		0.0000000000	4.0968504100	5	7		L5951	0
Th	1	302.810938719	ritz_air	180		1.0056363970	5.1000789200	9	9		L5951	0
Th	1	302.877742397	ritz_air	210		0.3557427977	4.4492822300	7	5		L5951	0
Th	1	302.971242742	ritz_air	150		0.4792576672	4.5715337800	3	5		L5951	0
Th	1	303.091785841	ritz_air	130		0.6151672932	4.7058158700	9	7		L3552	0
Th	1	303.136989129	ritz_air	980		0.6151672932	4.7052058700	9	9		L5951	0
Th	1	303.207859827	ritz_air	440		0.4572521355	4.5463347300	5	5		L5951	0
Th	1	303.261491220	ritz_air	130		0.9026202420	4.9909796900	5	7		L3552	0
Th	1	303.289934324	ritz_air	280		0.4792576672	4.5672337000	3	3		L5951	0
Th	1	303.447884774	ritz_air	26		0.0000000000	4.0858481700	5	5		L3552	0
Th	1	303.552224837	ritz_air	500		0.3557427977	4.4401865200	7	7		L5951	0
Th	1	303.740030755	ritz_air	17		0.9301651190	5.0120833900	7	9		L3552	0
Th	1	303.895301550	ritz_air	180		0.9664909590	5.0463236300	9	9		L3552	0
Th	1	303.930129252	ritz_air	1800		0.7888365657	4.8682017400	5	7		L3552	0
Th	1	304.231579587	ritz_air	70		1.0056363970	5.0809594900	9	7		L3552	0
Th	1	304.240022697	ritz_air	390		0.4572521355	4.5324621400	5	3		L5951	0
Th	1	304.282520319	ritz_air	86		0.3557427977	4.4303836300	7	9		L5951	0
Th	1	304.728420791	ritz_air	7		0.9026202420	4.9712987600	5	5		L3552	0
Th	1	304.870273261	ritz_air	610		0.4572521355	4.5240375600	5	5		L5951	0
Th	1	304.950584345	ritz_air	17		0.6897416420	4.7554560500	3	5		L3552	0
Th	1	304.994200252	ritz_air	180		0.9664909590	5.0316239400	9	11		L3552	0
Th	1	305.151898693	ritz_air	230		0.3171586159	4.3801907900	1	3		L5951	0
Th	1	305.301499114	ritz_air	170		0.0000000000	4.0610412600	5	7		L3552	0
Th	1	305.318541377	ritz_air	5		0.9301651190	4.9909796900	7	7		L3552	0
Th	1	305.434853474	ritz_air	260		1.3882549450	5.4475231200	11	13		L3552	0
Th	1	305.442309339	ritz_air	86		0.4572521355	4.5164212300	5	7		L5951	0
Th	1	305.758090351	ritz_air	260		0.9026202420	4.9575971100	5	7		L3552	0
Th	1	305.854302428	ritz_air	170		0.6151672932	4.6688685800	9	7		L5951	0
Th	1	305.891792810	ritz_air	390		0.4792576672	4.5324621400	3	3		L5951	0
Th	1	306.058677578	ritz_air	350		0.4572521355	4.5082465100	5	3		L3552	0
Th	1	306.132855145	ritz_air	3000		0.0000000000	4.0500128000	5	3		L5951	0
Th	1	306.147165727	ritz_air	130		0.3557427977	4.4055662800	7	5		L3552	0
Th	1	306.181724378	ritz_air	170		1.3882549450	5.4376213200	11	11		L3552	0
Th	1	306.270250539	ritz_air	490		0.0000000000	4.0481959400	5	3		L5951	0
Th	1	306.334290571	ritz_air	180		0.6151672932	4.6625169400	9	9		L5951	0
Th	1	306.340676170	ritz_air	170		1.0220763970	5.0693416700	5	5		L3552	0
Th	1	306.404706200	ritz_air	130		0.7888365657	4.8352560800	5	7		L3552	0
Th	1	306.452717221	ritz_air	13		0.9664909590	5.0122765300	9	9		L3552	0
Th	1	306.528912299	ritz_air	3		0.4792576672	4.5240375600	3	5		L3552	0
Th	1	306.620518237	ritz_air	26		1.0056363970	5.0492078800	9	11		L3552	0
Th	1	306.657467489	ritz_air	240		0.6151672932	4.6582515600	9	11		L5951	0
Th	1	306.805488558	ritz_air	170		0.9301651190	4.9712987600	7	5		L3552	0
Th	1	306.816272259	ritz_air	43		0.3557427977	4.3967344000	7	7		L3552	0
Th	1	306.979925248	ritz_air	1200		0.0000000000	4.0388373400	5	5		L5951	0
Th	1	307.658051147	ritz_air	170		0.0000000000	4.0299351100	5	5		L3552	0
Th	1	307.683189447	ritz_air	8		0.4572521355	4.4868580000	5	5		L3552	0
Th	1	307.730309256	ritz_air	99		0.4792576672	4.5082465100	3	3		L5951	0
Th	1	307.849266070	ritz_air	43		0.9301651190	4.9575971100	7	7		L3552	0
Th	1	307.861120041	ritz_air	560		0.3557427977	4.3830197200	7	9		L5951	0
Th	1	307.899221591	ritz_air	5		0.7888365657	4.8156151200	5	3		L3552	0
Th	1	308.046806586	ritz_air	90		0.9664909590	4.9913402900	9	9		L5951	0
Th	1	308.148841165	ritz_air	5		0.7888365657	4.8123531800	5	5		L3552	0
Th	1	308.339983088	ritz_air	230		0.3171586159	4.3381810300	1	3		L5951	0
Th	1	308.592935518	ritz_air	6		0.9664909590	4.9842173600	9	7		L3552	0
Th	1	308.597589686	ritz_air	5		0.9301651190	4.9478309200	7	9		L3552	0
Th	1	308.774685101	ritz_air	86		0.4572521355	4.4726136400	5	7		L3552	0
Th	1	308.913135829	ritz_air	25		0.3557427977	4.3693046600	7	7		L3552	0
Th	1	308.946423179	ritz_air	150		1.0220763970	5.0352058000	5	5		L5951	0
Th	1	309.372662119	ritz_air	320		0.4792576672	4.4868580000	3	5		L5951	0
Th	1	309.400153017	ritz_air	25		0.3171586159	4.3244028600	1	3		L3552	0
Th	1	309.461721467	ritz_air	95		1.0056363970	5.0120833900	9	9		L5951	0
Th	1	309.526870816	ritz_air	3		0.7888365657	4.7944402800	5	5		L3552	0
Th	1	309.739663223	ritz_air	42		0.0000000000	4.0028518400	5	7		L3552	0
Th	1	309.962617189	ritz_air	210		0.3557427977	4.3557154200	7	9		L5951	0
Th	1	310.008374676	ritz_air	170		0.9664909590	4.9658731800	9	9		L3552	0
Th	1	310.349244261	ritz_air	34		1.2911884280	5.2861779600	9	11		L3552	0
Th	1	310.579307037	ritz_air	500*		0.6151672932	4.6071975200	9	7		L5951	0
Th	1	310.579318040	ritz_air	500*		0.4572521355	4.4492822300	5	5		L5951	0
Th	1	310.586834928	ritz_air	280		0.0000000000	3.9919334700	5	7		L5951	0
Th	1	310.669415669	ritz_air	130		0.9026202420	4.8934925900	5	7		L5951	0
Th	1	310.811377327	ritz_air	5		0.6897416420	4.6787911900	3	5		L3552	0
Th	1	310.940606791	ritz_air	280		0.0000000000	3.9873916600	5	5		L5951	0
Th	1	310.953820110	ritz_air	83		1.0056363970	4.9928586200	9	9		L5951	0
