element	ion_stage	wavelength_vacuum_nm	gA_s-1	Ei_eV	Ek_eV	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	kurucz_ref	nist_match	nist_gA
Th	1	393.972920217	240688523.037	1.0910919079	4.2381152700	6d3.(4F).7s	5F	4	*	*	5	9	11	MC	1	0
Th	1	394.234781499	96134267.5864	0.6897416420	3.8346746700	6d3.(4F).7s	5F	1	*	*	1	3	3	MC	1	0
Th	1	394.318868426	75455846.8804	0.9301651190	4.0744275000	6d3.(4F).7s	5F	3	*	*	4	7	9	MC	1	0
Th	1	394.844786581	315162931.829	1.2156410810	4.3557154200	6d3.(4F).7s	5F	5	*	*	4	11	9	MC	1	0
Th	1	394.914773934	9002872.8039	0.0000000000	3.1395178520	6d2.7s2	3F	2	*	*	3	5	7	MC	1	0
Th	1	394.925188551	36843275.5371	1.0220763970	4.1615114600	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	395.151310529	35880722.2696	0.0000000000	3.1376385440	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	395.387925247	26628157.1076	0.4792576672	3.6150185300	6d2.7s2	3P	1	*	*	1	3	3	MC	1	0
Th	1	395.628916111	311753912.516	1.2156410810	4.3494918500	6d3.(4F).7s	5F	5	*	*	5	11	11	MC	1	0
Th	1	395.700964606	19982683.4581	0.3557427977	3.4890229610	6d2.7s2	3F	3	*	*	4	7	9	MC	1	0
Th	1	396.042015880	93520194.778	0.6897416420	3.8203235800	6d3.(4F).7s	5F	1	*	*	2	3	5	MC	1	0
Th	1	396.354041289	27429723.3616	0.4572521355	3.5853695600	6d2.7s2		2	*	*	2	5	5	MC	1	0
Th	1	396.851453080	276778273.526	0.6151672932	3.7393639500	6d2.7s2	3F	4	*	*	4	9	9	MC	1	0
Th	1	397.328069461	312672302.01	0.9664909143	4.0869400724	f7s2 z3H		4			5	9	11	MC	0	0
Th	1	397.376308051	124160661.819	1.0220763970	4.1421466200	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	397.431984582	156625418.111	0.7888365657	3.9084696900	6d3.(4F).7s	5F	2	*	*	3	5	7	MC	1	0
Th	1	398.295365941	353164653.003	1.5929451530	4.7058158700	6d3.(4P).7s	5P	3	*	*	3	7	7	MC	1	0
Th	1	398.833294377	119620356.391	0.9301651190	4.0388373400	6d3.(4F).7s	5F	3	6d3.7p	5G*	2	7	5	MC	1	0
Th	1	399.162047213	55219101.2214	0.4792576672	3.5853695600	6d2.7s2	3P	1	*	*	2	3	5	MC	1	0
Th	1	399.285944564	221727565.656	1.0910919079	4.1962399900	6d3.(4F).7s	5F	4	*	*	5	9	11	MC	1	0
Th	1	400.141194909	172568380.583	1.2911884280	4.3896996500	5f.6d.7s2	1G*	4			3	9	7	MC	1	0
Th	1	400.218913208	164737521.792	0.9664909590	4.0644004840	5f.6d.7s2	3H*	4			4	9	9	MC	1	0
Th	1	400.622496621	25699046.631	0.4572521355	3.5520408500	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	400.934321075	326017781.715	0.9664909590	4.0588727210	5f.6d.7s2	3H*	4			5	9	11	MC	1	0
Th	1	401.019059211	849293422.213	1.3882549450	4.4799832700	5f.6d.7s2	3H*	5			5	11	11	MC	1	0
Th	1	401.085779641	45280713.6016	1.0056363970	4.0968504100	6d2.7s2	1G	4	*	*	3	9	7	MC	1	0
Th	1	401.095286124	188752487.516	1.6335058670	4.7246466200	5f.6d.7s2	3G*	4			5	9	11	MC	1	0
Th	1	401.272545432	54138810.4816	0.7888365657	3.8786118200	6d3.(4F).7s	5F	2	*	*	3	5	7	MC	1	0
Th	1	401.287366104	72857902.6384	0.6151672932	3.7048284380	6d2.7s2	3F	4	*	*	4	9	9	MC	1	0
Th	1	401.362925044	102639189.523	0.3557427977	3.4448222940	6d2.7s2	3F	3	*	*	2	7	5	MC	1	0
Th	1	401.925697082	8893981.07416	0.0000000000	3.0847542050	6d2.7s2	3F	2	*	*	1	5	3	MC	1	0
Th	1	402.320403221	346133317.492	1.0220763970	4.1038042300	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	402.814696398	63266968.0285	0.4572521355	3.5351983800	6d2.7s2		2	*	*	2	5	5	MC	1	0
Th	1	403.198125012	89197087.1774	0.3557427977	3.4307620160	6d2.7s2	3F	3	*	*	3	7	7	MC	1	0
Th	1	403.373452440	208436133.263	1.0910919079	4.1647745600	6d3.(4F).7s	5F	4	6d3.7p	5G*	3	9	7	MC	1	0
Th	1	403.718803214	39375816.9426	0.0000000000	3.0710533500	6d2.7s2	3F	2	*	*	3	5	7	MC	1	0
Th	1	404.100607527	949311009.118	1.7614332090	4.8295849500	5f.6d.7s2	3F*	4			5	9	11	MC	1	0
Th	1	404.453695841	69446423.2838	0.6151672932	3.6806405300	6d2.7s2	3F	4	*	*	3	9	7	MC	1	0
Th	1	404.943104808	70729344.7557	0.9301651190	3.9919334700	6d3.(4F).7s	5F	3	*	*	3	7	7	MC	1	0
Th	1	404.957567590	259757756.404	1.5019899800	4.5636489800	5f.6d.7s2	1D*	2			3	5	7	MC	1	0
Th	1	405.108850150	37174400.3533	0.4572521355	3.5177678000	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	405.467250876	193854491.554	0.9664909590	4.0243013770	5f.6d.7s2	3H*	4			4	9	9	MC	1	0
Th	1	406.039919653	128306891.04	0.7888365657	3.8423343200	6d3.(4F).7s	5F	2	*	*	3	5	7	MC	1	0
Th	1	406.455446344	891993261.752	1.3882549450	4.4386310600	5f.6d.7s2	3H*	5	5f.6d.7s.7p	3I	6	11	13	MC	1	0
Th	1	406.547933537	195958489.435	1.3882549450	4.4379371200	5f.6d.7s2	3H*	5	6d4	3F1	4	11	9	MC	1	0
Th	1	406.859913152	18599341.2631	0.3557427977	3.4030864700	6d2.7s2	3F	3	*	*	2	7	5	MC	1	0
Th	1	407.290090697	84251918.5219	1.0220763970	4.0662014900	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	407.665349884	16818210.6661	0.3171586159	3.3584815600	6d2.7s2	3P	0	*	*	1	1	3	MC	1	0
Th	1	408.185775068	73227061.9245	0.9664909590	4.0039363090	5f.6d.7s2	3H*	4			5	9	11	MC	1	0
Th	1	408.251984395	194325911.005	1.0910919079	4.1280446500	6d3.(4F).7s	5F	4	*	*	3	9	7	MC	1	0
Th	1	408.462135393	30625535.8765	0.4792576672	3.5146479210	6d2.7s2	3P	1	*	*	2	3	5	MC	1	0
Th	1	408.658731846	149164619.538	1.0910919079	4.1250219000	6d3.(4F).7s	5F	4	*	*	4	9	9	MC	1	0
Th	1	408.843839294	138125028.174	1.2911884280	4.3237447800	5f.6d.7s2	1G*	4			4	9	9	MC	1	0
Th	1	408.988057042	61512870.5519	0.7888365657	3.8203235800	6d3.(4F).7s	5F	2	*	*	2	5	5	MC	1	0
Th	1	409.029214815	18025141.7128	0.3557427977	3.3869247700	6d2.7s2	3F	3	*	*	3	7	7	MC	1	0
Th	1	409.847453007	47658775.4426	0.7888365657	3.8139669500	6d3.(4F).7s	5F	2	*	*	3	5	7	MC	1	0
Th	1	409.890366742	35567385.3684	0.3557427977	3.3805564650	6d2.7s2	3F	3	*	*	4	7	9	MC	1	0
Th	1	410.149840475	21503159.2312	0.0000000000	3.0229000750	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	410.377546794	65316072.1697	0.9301651190	3.9513878700	6d3.(4F).7s	5F	3	*	*	2	7	5	MC	1	0
Th	1	410.902047132	22126399.1749	0.4572521355	3.4746184200	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	411.048286428	76842531.6516	1.0056363970	4.0219291900	6d2.7s2	1G	4	*	*	4	9	9	MC	1	0
Th	1	411.391477203	33874801.2385	0.0000000000	3.0137765410	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	411.692009013	188904519.925	0.6897416420	3.7013181500	6d3.(4F).7s	5F	1	*	*	2	3	5	MC	1	0
Th	1	411.965123547	297622939.526	1.6486715920	4.6582515600	6d3.(2G).7s	3G	4	*	*	5	9	11	MC	1	0
Th	1	413.150507073	597269882.692	1.9205247644	4.9214695221	f7s2 z3G		5			5	11	11	MC	0	0
Th	1	413.216724422	136154315.777	0.9664909590	3.9669551460	5f.6d.7s2	3H*	4			4	9	9	MC	1	0
Th	1	413.523391172	27377071.5282	0.0000000000	2.9982390600	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	413.745206894	544404006.119	1.4726643640	4.4692960200	6d.7s2.7p	3D*	1			2	3	5	MC	1	0
Th	1	414.702848856	388072766.869	1.7397568530	4.7294686100	6d.7s2.7p	3D*	2			3	5	7	MC	1	0
Th	1	414.989676033	55630441.5451	0.9301651190	3.9178104800	6d3.(4F).7s	5F	3	*	*	2	7	5	MC	1	0
Th	1	415.856784330	70064727.0983	1.2911884280	4.2726042200	5f.6d.7s2	1G*	4			5	9	11	MC	1	0
Th	1	415.970757209	231345736.594	1.2156410810	4.1962399900	6d3.(4F).7s	5F	5	*	*	5	11	11	MC	1	0
Th	1	416.291200221	60060997.6578	0.9301651190	3.9084696900	6d3.(4F).7s	5F	3	*	*	3	7	7	MC	1	0
Th	1	416.368236419	136594071.84	1.2911884280	4.2689419500	5f.6d.7s2	1G*	4			3	9	7	MC	1	0
Th	1	416.694042845	165102055.577	0.9664909590	3.9419162250	5f.6d.7s2	3H*	4			4	9	9	MC	1	0
Th	1	417.170873879	116080454.153	0.6151672932	3.5871916150	6d2.7s2	3F	4	*	*	4	9	9	MC	1	0
Th	1	417.765879920	584145444.943	1.9800395300	4.9478309200	6d3.(2D2).7s		3	*	*	4	7	9	MC	1	0
Th	1	419.074233109	269652827.741	1.6486715920	4.6071975200	6d3.(2G).7s	3G	4	*	*	3	9	7	MC	1	0
Th	1	419.354318590	21243431.5082	0.7888365657	3.7453865000	6d3.(4F).7s	5F	2	*	*	2	5	5	MC	1	0
Th	1	419.419778764	161469010.272	1.0056363970	3.9617248900	6d2.7s2	1G	4	*	*	4	9	9	MC	1	0
Th	1	419.611800144	56714165.1727	0.9664909590	3.9212267000	5f.6d.7s2	3H*	4			5	9	11	MC	1	0
Th	1	421.195093628	61012695.7004	0.9664909590	3.9101197020	5f.6d.7s2	3H*	4			3	9	7	MC	1	0
Th	1	421.210923783	16009863.2492	0.0000000000	2.9435181130	6d2.7s2	3F	2	*	*	1	5	3	MC	1	0
Th	1	421.425390074	13897781.8713	0.3171586159	3.2591787500	6d2.7s2	3P	0	6d2.7s.7p	3D*	1	1	3	MC	1	0
Th	1	421.601557614	13886164.4258	0.6151672932	3.5559580970	6d2.7s2	3F	4	*	*	4	9	9	MC	1	0
Th	1	422.125358812	32099919.4007	0.6897416420	3.6268833200	6d3.(4F).7s	5F	1	*	*	2	3	5	MC	1	0
Th	1	422.857766093	51641423.775	0.9026202420	3.8346746700	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	423.161792919	242869965.945	1.3937969360	4.3237447800	5f.6d.7s2	3F*	3			4	7	9	MC	1	0
Th	1	423.665610614	10123722.5178	0.0000000000	2.9264635890	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	425.473586073	544053219	1.6486715920	4.5626996900	6d3.(2G).7s	3G	4	*	*	4	9	9	MC	1	0
Th	1	425.745174420	67311171.2681	0.9301651190	3.8423343200	6d3.(4F).7s	5F	3	*	*	3	7	7	MC	1	0
Th	1	425.869457171	11556696.9585	0.0000000000	2.9113193320	6d2.7s2	3F	2	*	*	1	5	3	MC	1	0
Th	1	426.153212621	201490757.786	1.2156410810	4.1250219000	6d3.(4F).7s	5F	5	*	*	4	11	9	MC	1	0
Th	1	427.114429188	31354369.156	1.0056363970	3.9084696900	6d2.7s2	1G	4	*	*	3	9	7	MC	1	0
Th	1	427.407687253	74593682.8523	1.0910919079	3.9919334700	6d3.(4F).7s	5F	4	*	*	3	9	7	MC	1	0
Th	1	427.952709492	433106881.153	1.7611043810	4.6582515600	6d3.(2G).7s		5	*	*	5	11	11	MC	1	0
Th	1	428.177244508	15070908.0948	0.6897416420	3.5853695600	6d3.(4F).7s	5F	1	*	*	2	3	5	MC	1	0
Th	1	428.743440334	33495886.9266	0.7888365657	3.6806405300	6d3.(4F).7s	5F	2	*	*	3	5	7	MC	1	0
Th	1	428.967605262	154716798.407	1.7169047090	4.6071975200	6d3.(4F).7s	3F	2	*	*	3	5	7	MC	1	0
Th	1	428.987545504	25792721.2875	0.9301651190	3.8203235800	6d3.(4F).7s	5F	3	*	*	2	7	5	MC	1	0
Th	1	429.301729099	62210149.9008	1.0220763970	3.9101197020	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	429.851541652	142150916.131	1.3882549450	4.2726042200	5f.6d.7s2	3H*	5			5	11	11	MC	1	0
Th	1	430.104882263	218896004.025	1.3882549450	4.2709052900	5f.6d.7s2	3H*	5			4	11	9	MC	1	0
Th	1	430.838756241	255127331.124	1.3882549450	4.2659950870	5f.6d.7s2	3H*	5			6	11	13	MC	1	0
Th	1	430.933365122	72204827.6489	1.3937969360	4.2709052900	5f.6d.7s2	3F*	3			4	7	9	MC	1	0
Th	1	431.278799968	84308260.9161	1.4633771100	4.3381810300	6d3.(4P).7s	5P	2	*	*	1	5	3	MC	1	0
Th	1	431.301229867	30890504.8508	1.0220763970	3.8967308100	5f.6d.7s2	3F*	2			1	5	3	MC	1	0
Th	1	431.419730233	33852171.1902	0.3557427977	3.2296076140	6d2.7s2	3F	3	*	*	4	7	9	MC	1	0
Th	1	431.646785751	13247364.7704	0.3557427977	3.2280958980	6d2.7s2	3F	3	*	*	3	7	7	MC	1	0
Th	1	433.206150955	29040035.4146	1.0056363970	3.8676502000	6d2.7s2	1G	4	5f.6d3	5I*	4	9	9	MC	1	0
Th	1	433.849667573	13542782.5118	0.0000000000	2.8577686610	6d2.7s2	3F	2	*	*	1	5	3	MC	1	0
Th	1	433.932731130	98297280.5042	1.2911884280	4.1484100500	5f.6d.7s2	1G*	4	5f.6d.7s.7p	3H	4	9	9	MC	1	0
Th	1	434.211569503	56232016.8553	1.0056363970	3.8610231900	6d2.7s2	1G	4	*	*	5	9	11	MC	1	0
Th	1	434.366486270	74246121.1168	1.0220763970	3.8764448200	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	434.765847368	56218006.8852	0.9026202420	3.7543667400	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	434.982062271	280830128.666	1.7169047090	4.5672337000	6d3.(4F).7s	3F	2	*	*	1	5	3	MC	1	0
Th	1	435.029464747	22927094.8327	0.6151672932	3.4651857020	6d2.7s2	3F	4	*	*	4	9	9	MC	1	0
Th	1	435.570640185	230817654.59	1.6335058670	4.4799832700	5f.6d.7s2	3G*	4			5	9	11	MC	1	0
Th	1	435.954498226	117085737.041	1.3369408730	4.1809119470	6d.7s2.7p	3F*	2			2	5	5	MC	1	0
Th	1	436.059710922	167994228.506	1.3051251700	4.1484100500	5f.6d.7s2	3G*	3	5f.6d.7s.7p	3H	4	7	9	MC	1	0
Th	1	436.715696614	87496098.0806	1.0220763970	3.8610904140	5f.6d.7s2	3F*	2	6d4	3D	3	5	7	MC	1	0
Th	1	437.535289906	8459798.94066	0.0000000000	2.8336959610	6d2.7s2	3F	2	*	*	3	5	7	MC	1	0
Th	1	437.940698158	12233637.0664	0.3557427977	3.1868155640	6d2.7s2	3F	3	*	*	2	7	5	MC	1	0
Th	1	439.405604965	48267522.8717	0.9664909143	3.7881253863	f7s2 z3H		4			2	9	5	MC	0	0
Th	1	439.499326651	22566788.4976	0.9301651190	3.7511978500	6d3.(4F).7s	5F	3	*	*	3	7	7	MC	1	0
Th	1	440.281747760	47744662.2864	0.9664909590	3.7825104510	5f.6d.7s2	3H*	4			5	9	11	MC	1	0
Th	1	440.416376227	11875700.9435	0.3557427977	3.1709014740	6d2.7s2	3F	3	*	*	4	7	9	MC	1	0
Th	1	441.012104080	22934278.1074	0.4572521355	3.2686080420	6d2.7s2		2	*	*	2	5	5	MC	1	0
Th	1	441.380758315	331710638.438	1.6335058670	4.4425136500	5f.6d.7s2	3G*	4			3	9	7	MC	1	0
Th	1	441.572608868	53257617.9714	1.0220763970	3.8298637400	5f.6d.7s2	3F*	2			1	5	3	MC	1	0
Th	1	441.808515031	42064710.5425	1.2156410810	4.0219291900	6d3.(4F).7s	5F	5	*	*	4	11	9	MC	1	0
Th	1	442.328966184	98377394.8388	1.3369408730	4.1399270600	6d.7s2.7p	3F*	2			1	5	3	MC	1	0
Th	1	443.349671204	15627637.6601	0.7888365657	3.5853695600	6d3.(4F).7s	5F	2	*	*	2	5	5	MC	1	0
Th	1	444.628156233	53504714.1335	1.3369408730	4.1254327100	6d.7s2.7p	3F*	2			1	5	3	MC	1	0
Th	1	445.381526869	5080675.89161	0.3557427977	3.1395178520	6d2.7s2	3F	3	*	*	3	7	7	MC	1	0
Th	1	445.925278252	21620299.4361	0.4572521355	3.2376327180	6d2.7s2		2	*	*	2	5	5	MC	1	0
Th	1	446.249319706	21539263.6795	0.4572521355	3.2356137560	6d2.7s2		2	*	*	3	5	7	MC	1	0
Th	1	446.277990267	36658524.1617	1.0220763970	3.8002595270	5f.6d.7s2	3F*	2	6d4		3	5	7	MC	1	0
Th	1	447.077958249	91964344.758	1.2911884280	4.0644004840	5f.6d.7s2	1G*	4			4	9	9	MC	1	0
Th	1	448.342676963	14163342.8237	0.6151672932	3.3805564650	6d2.7s2	3F	4	*	*	4	9	9	MC	1	0
Th	1	448.815610634	4469408.20869	0.3171586159	3.0796337930	6d2.7s2	3P	0	*	*	1	1	3	MC	1	0
Th	1	449.459422303	14655641.0189	0.0000000000	2.7585181720	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	449.917613407	102357515.174	1.7169047090	4.4726136400	6d3.(4F).7s	3F	2	*	*	3	5	7	MC	1	0
Th	1	450.020213481	45281605.8393	0.6897416420	3.4448222940	6d3.(4F).7s	5F	1	*	*	2	3	5	MC	1	0
Th	1	450.124557016	53916349.0571	0.9664909590	3.7209329590	5f.6d.7s2	3H*	4			3	9	7	MC	1	0
Th	1	450.648034164	55938497.11	1.0910919079	3.8423343200	6d3.(4F).7s	5F	4	*	*	3	9	7	MC	1	0
Th	1	450.773701330	16922661.8229	0.9301651190	3.6806405300	6d3.(4F).7s	5F	3	*	*	3	7	7	MC	1	0
Th	1	451.494589598	73634389.417	1.2156410810	3.9617248900	6d3.(4F).7s	5F	5	*	*	4	11	9	MC	1	0
Th	1	451.638451971	3363597.43663	0.0000000000	2.7452090910	6d2.7s2	3F	2	*	*	3	5	7	MC	1	0
Th	1	452.052667910	5200052.87141	0.4572521355	3.1999457900	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	452.246172291	13111003.621	0.3557427977	3.0972629250	6d2.7s2	3F	3	*	*	3	7	7	MC	1	0
Th	1	453.158943966	43339575.6888	1.3937969360	4.1297949800	5f.6d.7s2	3F*	3			2	7	5	MC	1	0
Th	1	453.652623314	33569030.6736	1.0220763970	3.7550970390	5f.6d.7s2	3F*	2			1	5	3	MC	1	0
Th	1	455.274946736	88072046.9256	1.7169047090	4.4401865200	6d3.(4F).7s	3F	2	*	*	3	5	7	MC	1	0
Th	1	455.342960699	33706101.2906	1.0910919079	3.8139669500	6d3.(4F).7s	5F	4	*	*	3	9	7	MC	1	0
Th	1	455.708970371	16711307.9943	0.4792576672	3.1999457900	6d2.7s2	3P	1	*	*	1	3	3	MC	1	0
Th	1	456.262624615	43446601.2497	0.9026202420	3.6200069300	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	456.494015739	31297919.5259	1.0056363970	3.7216456800	6d2.7s2	1G	4	*	*	3	9	7	MC	1	0
Th	1	456.852030316	14991136.3879	0.9664909590	3.6803718240	5f.6d.7s2	3H*	4	5f.6d.7s.7p	5H	5	9	11	MC	1	0
Th	1	457.225324936	120538310.658	1.3882549450	4.0999201030	5f.6d.7s2	3H*	5			6	11	13	MC	1	0
Th	1	458.971181245	72914643.7952	1.2911884280	3.9925388310	5f.6d.7s2	1G*	4			5	9	11	MC	1	0
Th	1	459.395286325	39356140.0356	1.0220763970	3.7209329590	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	459.493085172	58590546.977	1.6227747630	4.3210569000	6d3.(2G).7s	3G	3	*	*	2	7	5	MC	1	0
Th	1	459.670819145	16273898.8915	0.4572521355	3.1544909700	6d2.7s2		2	*	*	3	5	7	MC	1	0
Th	1	463.506333149	100756720.946	1.5019899800	4.1769091700	5f.6d.7s2	1D*	2			2	5	5	MC	1	0
Th	1	464.255350237	52104058.1017	1.3937969360	4.0644004840	5f.6d.7s2	3F*	3			4	7	9	MC	1	0
Th	1	466.450806982	3679370.98364	0.3557427977	3.0137765410	6d2.7s2	3F	3	*	*	2	7	5	MC	1	0
Th	1	466.810484143	21335559.2065	0.7888365657	3.4448222940	6d3.(4F).7s	5F	2	*	*	2	5	5	MC	1	0
Th	1	466.947842485	52826096.9143	0.9301651190	3.5853695600	6d3.(4F).7s	5F	3	*	*	2	7	5	MC	1	0
Th	1	467.129150457	36100352.0591	1.0220763970	3.6762502650	5f.6d.7s2	3F*	2			2	5	5	MC	1	0
Th	1	467.496915766	11852986.9558	0.3557427977	3.0078287120	6d2.7s2	3F	3	*	*	4	7	9	MC	1	0
Th	1	467.736440147	86175339.1082	1.2911884280	3.9419162250	5f.6d.7s2	1G*	4			4	9	9	MC	1	0
Th	1	468.750612530	2341539.61573	0.3557427977	3.0007355740	6d2.7s2	3F	3	*	*	4	7	9	MC	1	0
Th	1	469.294841567	6230079.69774	0.7888365657	3.4307620160	6d3.(4F).7s	5F	2	*	*	3	5	7	MC	1	0
Th	1	469.635195652	9724426.52382	0.4572521355	3.0972629250	6d2.7s2		2	*	*	3	5	7	MC	1	0
Th	1	470.530601668	3405723.94547	0.0000000000	2.6349869300	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	471.380000534	69765867.383	1.2156410810	3.8458799200	6d3.(4F).7s	5F	5	*	*	4	11	9	MC	1	0
Th	1	472.340969969	16629296.8527	0.9301651190	3.5550527800	6d3.(4F).7s	5F	3	*	*	2	7	5	MC	1	0
Th	1	472.475959413	6006559.50951	0.0000000000	2.6241377150	6d2.7s2	3F	2	5f.6d.7s2	3D*	3	5	7	MC	1	0
Th	1	473.045111425	17929991.5407	0.9664909590	3.5874713990	5f.6d.7s2	3H*	4			3	9	7	MC	1	0
Th	1	474.262992963	5120903.81253	0.7888365657	3.4030864700	6d3.(4F).7s	5F	2	*	*	2	5	5	MC	1	0
Th	1	475.052841172	15237064.4395	0.9664909590	3.5763942710	5f.6d.7s2	3H*	4	5f.6d.7s.7p	5H	4	9	9	MC	1	0
Th	1	475.129977604	13420240.7309	1.0056363970	3.6151159980	6d2.7s2	1G	4	*	*	3	9	7	MC	1	0
Th	1	476.793327257	2470157.37331	0.4792576672	3.0796337930	6d2.7s2	3P	1	*	*	1	3	3	MC	1	0
Th	1	477.852735966	90114946.6229	1.7611043810	4.3557154200	6d3.(2G).7s		5	*	*	4	11	9	MC	1	0
Th	1	477.962980180	1639066.17246	0.0000000000	2.5940125800	6d2.7s2	3F	2	*	*	2	5	5	MC	1	0
Th	1	478.537694480	77010974.3432	1.9365072870	4.5274045100	5f.6d2.7s	5H*	3			3	7	7	MC	1	0
Th	1	479.072563231	7056386.49989	0.4572521355	3.0452567080	6d2.7s2		2	*	*	3	5	7	MC	1	0
Th	1	480.947754274	11147798.1659	0.6151672932	3.1930813660	6d2.7s2	3F	4	*	*	5	9	11	MC	1	0
Th	1	481.524169085	14260961.7658	0.9664909590	3.5413191070	5f.6d.7s2	3H*	4			4	9	9	MC	1	0
Th	1	482.420253664	6346493.10486	0.6151672932	3.1852127580	6d2.7s2	3F	4	*	*	5	9	11	MC	1	0
Th	1	482.495436599	10874226.8586	0.7888365657	3.3584815600	6d3.(4F).7s	5F	2	*	*	1	5	3	MC	1	0
Th	1	482.810478134	96345521.5985	1.6227747306	4.1907427421	7s   5P		3	*		3	7	7	MC	0	0
Th	1	483.247122917	7604071.86789	0.4572521355	3.0229000750	6d2.7s2		2	*	*	2	5	5	MC	1	0
Th	1	483.294769552	7942562.42469	1.0220763970	3.5874713990	5f.6d.7s2	3F*	2			3	5	7	MC	1	0
Th	1	484.219529791	6642020.73682	0.3557427977	2.9162384180	6d2.7s2	3F	3	*	*	3	7	7	MC	1	0
Th	1	484.971699282	4988295.18414	0.4572521355	3.0137765410	6d2.7s2		2	*	*	2	5	5	MC	1	0
Th	1	485.421970712	85142418.3359	2.0107113655	4.5648645618	s7p  z5F		2			2	5	5	MC	0	0
Th	1	486.257453334	7424243.48471	1.0056363970	3.5554008800	6d2.7s2	1G	4	*	*	3	9	7	MC	1	0
Th	1	486.683653398	23436415.8903	0.9664909590	3.5140225530	5f.6d.7s2	3H*	4	5f.7s2.7p	3G	5	9	11	MC	1	0
Th	1	487.024119723	16454470.1548	1.3937969360	3.9395476160	5f.6d.7s2	3F*	3			3	7	7	MC	1	0
Th	1	487.430013410	13789873.1992	0.7888365657	3.3324673450	6d3.(4F).7s	5F	2	6d2.7s.7p	3G*	3	5	7	MC	1	0
Th	1	487.572576234	8898284.91353	1.0910919079	3.6339789490	6d3.(4F).7s	5F	4	*	*	4	9	9	MC	1	0
Th	1	488.009558178	3051603.61378	0.3171586159	2.8577686610	6d2.7s2	3P	0	*	*	1	1	3	MC	1	0
Th	1	489.632180759	2527230.27313	0.0000000000	2.5321905600	6d2.7s2	3F	2	6d.7s2.7p	3P*	1	5	3	MC	1	0
Th	1	491.275012791	15802846.6083	1.2156410810	3.7393639500	6d3.(4F).7s	5F	5	*	*	4	11	9	MC	1	0
Th	1	492.915592312	10019347.1684	1.0220763970	3.5373995150	5f.6d.7s2	3F*	2	6d4		2	5	5	MC	1	0
Th	1	493.815321197	25778376.0167	1.0910919079	3.6018321210	6d3.(4F).7s	5F	4	*	*	5	9	11	MC	1	0
Th	1	494.102080339	19397746.2239	0.9664909590	3.4757740270	5f.6d.7s2	3H*	4			5	9	11	MC	1	0
Th	1	494.444366229	2047150.42327	0.3557427977	2.8632887820	6d2.7s2	3F	3	*	*	2	7	5	MC	1	0
Th	1	494.683880831	909345.686497	0.0000000000	2.5063318890	6d2.7s2	3F	2	6d2.7s.7p	5D*	3	5	7	MC	1	0
Th	1	497.014949932	62322588.5255	1.7169047090	4.2114815500	6d3.(4F).7s	3F	2	*	*	3	5	7	MC	1	0
Th	1	498.676326274	3497414.30589	0.4572521355	2.9435181130	6d2.7s2		2	*	*	1	5	3	MC	1	0
Th	1	499.070049878	7586848.62773	0.9026202420	3.3869247700	6d2.7s2		2	*	*	3	5	7	MC	1	0
Th	1	500.349240767	5686407.82807	0.3557427977	2.8336959610	6d2.7s2	3F	3	*	*	3	7	7	MC	1	0
Th	1	504.063552960	2417762.7849	0.3171586159	2.7768523950	6d2.7s2	3P	0	*	*	1	1	3	MC	1	0
Th	1	504.208581514	3320197.87244	0.4572521355	2.9162384180	6d2.7s2		2	*	*	3	5	7	MC	1	0
Th	1	504.612615925	2434826.89222	0.0000000000	2.4570174140	6d2.7s2	3F	2	6d2.7s.7p	5P*	1	5	3	MC	1	0
Th	1	504.617350184	2195128.74832	0.9664909590	3.4234853230	5f.6d.7s2	3H*	4	6d4	3G	3	9	7	MC	1	0
Th	1	504.665560000	7680279.277	0.9301651190	3.3869247700	6d3.(4F).7s	5F	3	*	*	3	7	7	MC	1	0
Th	1	504.845076726	3741692.04553	0.6151672932	3.0710533500	6d2.7s2	3F	4	*	*	3	9	7	MC	1	0
