test_id,height_um,line_id,center_nm,relative_strength,role,status,applied_center_nm,area,area_sigma,snr,area_fraction,height,center_height,peak_offset_nm,centroid_offset_nm,fwhm_nm,top_flatness,noise,line_relative
997,800.0,K_I_693.8764,693.876396,0.00655092165605007,weak_anchor,detected,693.8510669002162,12.727095692617011,0.8783727949881167,14.489401043880456,0.0006159190676728178,36.35676012283466,35.59992931810662,0.015599766484456268,-0.011642106101132348,0.23333333333312112,0.18203405852535176,3.4019232067537315,0.8806757743985737
997,800.0,K_I_766.4899,766.48991,1.0,strong_resonance,detected,766.4645809002162,386.5996773000988,3.830206038150478,100.9344336699911,0.018709226248956316,729.2391220781656,728.9834481408525,0.002085766418417734,-0.0027724695736201354,0.4333333333329392,0.07081268373807274,14.834324198313382,0.9293727059103267
997,800.0,K_I_769.8964,769.89645,0.4984931955549362,weak_resonance,detected,769.8711209002162,275.9225250941468,0.8271947132588628,333.564178628641,0.013353081371463422,634.5167433660421,633.0595965573037,-0.00445423358462449,0.006862298581775765,0.3666666666663332,0.09420199481769773,3.203711348525309,0.9470594268464453
998,900.0,K_I_693.8764,693.876396,0.00655092165605007,weak_anchor,detected,693.8504111356457,10.902549859895569,0.9419844284615777,11.574023445059813,0.0005282685874477288,31.658086949917333,31.227266869611565,0.016255531054980565,0.040620561674714104,0.29999999999972715,0.1415573517122967,3.6482900038217205,0.7553481808881192
998,900.0,K_I_766.4899,766.48991,1.0,strong_resonance,detected,766.4639251356457,299.12366490325184,2.4694031507867518,121.13196859247185,0.014493640291606262,662.9323710414737,649.7903493982762,-0.030591802344360985,-0.012399915440695729,0.33333333333303017,0.11970546373855268,9.563957278077911,0.7199653003850154
998,900.0,K_I_769.8964,769.89645,0.4984931955549362,weak_resonance,detected,769.8704651356456,206.2285747830133,1.4726455386738346,140.03952028315575,0.009992531957384167,492.4078541239078,491.3073389579818,-0.003798469014100192,0.009909278700961007,0.3666666666663332,0.10308659418596901,5.703531646155599,0.7087144401388373
999,1000.0,K_I_693.8764,693.876396,0.00655092165605007,weak_anchor,detected,693.8504111356457,10.194288791293868,0.9727899285845729,10.479434965087215,0.00037106691570953454,21.491980221809172,21.02268309497344,0.016255531054980565,0.1257348619615817,0.33333333333303017,0.15782375042995694,3.7675991927697794,0.5305723763041194
999,1000.0,K_I_766.4899,766.48991,1.0,strong_resonance,detected,766.4639251356457,286.25214035599726,1.2597582564453256,227.22783430189077,0.010419431998813457,655.3643804582236,646.639066401252,-0.030591802344360985,0.006497133789855599,0.3666666666663332,0.13468376217922176,4.879022747464475,0.5175807690778285
999,1000.0,K_I_769.8964,769.89645,0.4984931955549362,weak_resonance,detected,769.8704651356456,181.72656328321924,3.4761335286961743,52.27836093839039,0.006614754272763651,465.71109981451355,464.6772066501335,-0.003798469014100192,-0.004511179452711373,0.33333333333303017,0.12131996893658467,13.463007265845748,0.4691475484962957
1000,1100.0,K_I_693.8764,693.876396,0.00655092165605007,weak_anchor,detected,693.8510669002162,14.396688111302279,1.2843726551459629,11.20912069687918,0.0005290093433487035,30.35710658999608,30.25956530715939,-0.01773356684884675,0.01496326116672478,0.26666666666642413,0.25130789325973374,4.974353903709041,0.7564073553981665
1000,1100.0,K_I_766.4899,766.48991,1.0,strong_resonance,detected,766.4645809002162,329.67107281124754,4.1152664053015044,80.10929070996418,0.012113833153892301,719.3656286074256,707.3782168298885,-0.031247566914885283,-0.006313568006174142,0.3666666666663332,0.12152269293431531,15.938358252954083,0.6017494121547197
1000,1100.0,K_I_769.8964,769.89645,0.4984931955549362,weak_resonance,detected,769.8711209002162,225.35226892210412,1.1803492578058519,190.91999036032,0.008280616686488673,585.4481936607957,584.2400176465459,-0.00445423358462449,-0.00695426396268678,0.33333333333303017,0.1326719599384734,4.5714730181945065,0.5872978584404155
1001,1200.0,K_I_693.8764,693.876396,0.00655092165605007,weak_anchor,low_snr,693.8508674929202,10.236728706273036,2.3205735067425746,4.411292586306604,0.0003977983505895194,20.497870593277185,19.487362619208568,0.04913250711376804,0.21485928824419537,0.33333333333303017,0.11079156720944727,8.98754254527231,0.5687944875348457
1001,1200.0,K_I_766.4899,766.48991,1.0,strong_resonance,detected,766.4643814929202,322.721525682382,1.2654244901204,255.03025127297508,0.01254092926556851,610.1939258528562,610.0619964712629,0.0022851737144264916,2.5884915920741562e-05,0.4333333333329392,0.08358082983816272,4.900967976123778,0.62296522641184
1001,1200.0,K_I_769.8964,769.89645,0.4984931955549362,weak_resonance,detected,769.8709214929202,217.1988877365898,1.321781928552341,164.32278505613493,0.0084403291100747,489.13152011809734,487.7040680382358,-0.004254826288615732,-0.0025658336010776933,0.3999999999996362,0.0922586137692337,5.119239396605794,0.598625367959296
1002,1300.0,K_I_693.8764,693.876396,0.00655092165605007,weak_anchor,detected,693.8508674929202,8.961582390974305,1.2033884592885784,7.446957232972162,0.0002913911389764755,28.177572921857745,27.691168302914125,0.015799173780465026,-0.010339019655726974,0.26666666666642413,0.15150705073430304,4.660703461847104,0.41664746301913425
1002,1300.0,K_I_766.4899,766.48991,1.0,strong_resonance,detected,766.4643814929202,313.9927622887848,4.111514559008211,76.3691232956565,0.010209659928568865,680.8434351144306,671.8959878031972,-0.031048159618876525,0.0005519883082052437,0.3999999999996362,0.1155300812390236,15.923827414742615,0.5071604323972294
1002,1300.0,K_I_769.8964,769.89645,0.4984931955549362,weak_resonance,detected,769.8709214929202,220.0527876702954,2.229066710411362,98.71969584512159,0.007155146227163639,536.1251957358413,535.5789484973515,-0.004254826288615732,5.199804038964072e-06,0.3666666666663332,0.13041573720193483,8.633138247016408,0.5074745293907733
1003,1400.0,K_I_693.8764,693.876396,0.00655092165605007,weak_anchor,detected,693.8502910893059,21.000071221306552,1.923945737851781,10.915105768395833,0.00072608028459147,33.09690456784688,32.52379573488087,0.016375577394796892,0.0998258036336776,0.33333333333303017,0.12809147816509006,7.451409801713465,1.0381904871433647
1003,1400.0,K_I_766.4899,766.48991,1.0,strong_resonance,detected,766.4638050893059,280.3807043506667,3.5670104256349164,78.6038365168949,0.009694200532155287,602.1810348303616,590.7547685082277,-0.03047175600454466,-0.005277122233088772,0.3999999999996362,0.11024632453142509,13.814971974244825,0.4815552102647259
