file,segment,ok,error,exact,relres,relres_full,delta_px,stretch_ppm,c0,c1,c2,c3,n_ref,windows_used,windows_total,on_model_lo,on_model_hi,n_native,pitch_start,pitch_end,max_window_relres,seconds
"1071-Test #1071 10 45, Mar 25 2024.03.25.10.45.csv",NIR,1,,1,6.716084930058182e-11,7.005336320662279e-05,2.0239820698447146,303.192875759243,0.06746606899482382,5.442529461981164e-05,-3.4427846443513807e-09,-2.717124129472943e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0007885530876089975,27.66247248649597
"1079-Test #1079 10 45, Mar 25 2024.03.25.10.45.csv",UV,1,,1,5.697133345777747e-11,0.00041542692259810603,0.4380931175814771,126.21441359016998,0.014603103919382571,1.1200163158075554e-05,-5.474830287566798e-10,-6.205058122799966e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0009597579798848847,27.241863250732422
"1079-Test #1079 10 45, Mar 25 2024.03.25.10.45.csv",VIS,1,,1,5.901657173789596e-11,4.047249599100432e-06,1.716224308084954,61.60189450446691,0.05720747693616513,7.958632684890908e-06,-4.411678337823427e-10,-4.0002128849632763e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.0002264091136520767,27.241882801055908
"1079-Test #1079 10 45, Mar 25 2024.03.25.10.45.csv",NIR,1,,1,6.652100122561797e-11,0.00015349962183865373,2.023982069844474,303.19287575917576,0.0674660689948158,5.4425294619799573e-05,-3.4427846442946642e-09,-2.7171241296149316e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874381966,0.0007009837542716368,27.241894483566284
"1068-Test #1068 10 45, Mar 25 2024.03.25.10.45.csv",UV,1,,1,5.744571555677147e-11,0.00044105565282255425,0.43809311758137526,126.214413590002,0.014603103919379174,1.1200163158060648e-05,-5.474830287457896e-10,-6.20505812006563e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416125319,0.07869545169245384,0.0010953550800037889,29.88338804244995
"1068-Test #1068 10 45, Mar 25 2024.03.25.10.45.csv",VIS,1,,1,5.912918987814635e-11,0.0002909759538624025,1.716224308084357,61.60189450440019,0.05720747693614524,7.958632684882287e-06,-4.411678337607817e-10,-4.0002128843280805e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.0003257533288135892,29.883410692214966
"1068-Test #1068 10 45, Mar 25 2024.03.25.10.45.csv",NIR,1,,1,6.596983885000567e-11,6.630080625856502e-05,2.023982069844761,303.1928757591918,0.06746606899482537,5.442529461980245e-05,-3.442784644364705e-09,-2.717124129350996e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0007799711823973701,29.88342308998108
"1081-Test #1081 10 46, Mar 25 2024.03.25.10.46.csv",UV,1,,1,5.900223692634142e-11,0.0006658384930005246,0.43809311758137465,126.21441359010068,0.014603103919379155,1.1200163158069405e-05,-5.474830287480387e-10,-6.205058121417185e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416125319,0.07869545169245384,0.001088146490475379,27.487257719039917
"1081-Test #1081 10 46, Mar 25 2024.03.25.10.46.csv",VIS,1,,1,5.981309918274767e-11,9.211319018350132e-06,1.7162243080845663,61.60189450428569,0.05720747693615221,7.958632684867495e-06,-4.4116783376525205e-10,-4.0002128806698466e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136981967,0.11292126294438276,0.00028770061440586104,27.487285614013672
"1081-Test #1081 10 46, Mar 25 2024.03.25.10.46.csv",NIR,1,,1,6.657114970057018e-11,6.23419536977638e-05,2.0239820698445246,303.192875759221,0.06746606899481748,5.4425294619807705e-05,-3.4427846442728047e-09,-2.71712413030614e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0011844222930611395,27.487301349639893
"1075-Test #1075 10 45, Mar 25 2024.03.25.10.45.csv",UV,1,,1,5.925529081471856e-11,0.0007144205237967554,0.4380931175813439,126.21441359002739,0.01460310391937813,1.1200163158062901e-05,-5.474830287493687e-10,-6.205058120457645e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0006537757197798524,29.241605281829834
"1075-Test #1075 10 45, Mar 25 2024.03.25.10.45.csv",VIS,1,,1,5.955016885527488e-11,3.5080881592509744e-05,1.7162243080849389,61.601894504182916,0.057207476936164625,7.958632684854217e-06,-4.4116783378518897e-10,-4.000212879443888e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136981967,0.11292126294449645,0.00024475847268052404,29.241639137268066
"1075-Test #1075 10 45, Mar 25 2024.03.25.10.45.csv",NIR,1,,1,6.57410622036249e-11,6.755542352285902e-05,2.023982069844684,303.1928757591755,0.0674660689948228,5.4425294619799526e-05,-3.4427846443437007e-09,-2.7171241295113235e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550792357,0.15628102874370597,0.001158779763440219,29.241660833358765
"1074-Test #1074 10 45, Mar 25 2024.03.25.10.45.csv",UV,1,,1,5.711668486038365e-11,0.00026193010456969015,0.4380931175813836,126.21441359010794,0.014603103919379452,1.120016315807005e-05,-5.474830287480072e-10,-6.205058121496908e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0007976795968759083,29.503748655319214
"1074-Test #1074 10 45, Mar 25 2024.03.25.10.45.csv",VIS,1,,1,5.905098387994147e-11,3.434359914321146e-06,1.716224308084766,61.60189450443696,0.05720747693615886,7.958632684887037e-06,-4.4116783378121235e-10,-4.000212884112879e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.0002901538020228238,29.503770351409912
"1074-Test #1074 10 45, Mar 25 2024.03.25.10.45.csv",NIR,1,,1,6.696938616545327e-11,0.00032104400223448726,2.0239820698448745,303.1928757589574,0.06746606899482915,5.442529461976038e-05,-3.4427846443508178e-09,-2.717124128352907e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874381966,0.0010004687923943207,29.503783702850342
"1095-Test #1095 10 47, Mar 25 2024.03.25.10.47.csv",UV,1,,1,6.089361581657543e-11,0.0012249334606868128,0.4380931175813762,126.21441359010757,0.014603103919379206,1.1200163158070014e-05,-5.474830287480011e-10,-6.205058121598291e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0006884234128428034,26.27945327758789
"1095-Test #1095 10 47, Mar 25 2024.03.25.10.47.csv",VIS,1,,1,6.003379527765648e-11,6.571985648418487e-05,1.7162243080847133,61.60189450429176,0.05720747693615711,7.958632684868279e-06,-4.411678337689653e-10,-4.0002128809037994e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.000282282014196012,26.279475927352905
"1095-Test #1095 10 47, Mar 25 2024.03.25.10.47.csv",NIR,1,,1,6.239703142992255e-11,0.00036141017819259,2.0239820698444873,303.1928757590996,0.06746606899481625,5.44252946197859e-05,-3.4427846442869462e-09,-2.717124129659373e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0012149983588430765,26.27948832511902
"1078-Test #1078 10 45, Mar 25 2024.03.25.10.45.csv",UV,1,,1,5.7548875513177715e-11,0.0003534367458726654,0.43809311758139685,126.21441359006081,0.014603103919379894,1.1200163158065867e-05,-5.474830287468807e-10,-6.205058121022847e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0010356697903832809,29.56225061416626
"1078-Test #1078 10 45, Mar 25 2024.03.25.10.45.csv",VIS,1,,1,5.95931065829195e-11,5.0571835503962816e-05,1.71622430808454,61.601894504605,0.05720747693615134,7.958632684908749e-06,-4.411678337652473e-10,-4.000212886178634e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294449645,0.00042567915946719936,29.562273740768433
"1078-Test #1078 10 45, Mar 25 2024.03.25.10.45.csv",NIR,1,,1,6.664780058590915e-11,3.065389470207509e-05,2.0239820698445548,303.1928757590921,0.0674660689948185,5.442529461978455e-05,-3.442784644315222e-09,-2.717124129254954e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550792357,0.15628102874381966,0.0012037525040475162,29.56228756904602
"1066-Test #1066 10 45, Mar 25 2024.03.25.10.45.csv",UV,1,,1,5.8078839498974826e-11,0.0013152275645303517,0.43809311758135405,126.21441358991127,0.014603103919378468,1.1200163158052596e-05,-5.474830287496379e-10,-6.205058119089107e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0008222136506989209,32.224597692489624
"1066-Test #1066 10 45, Mar 25 2024.03.25.10.45.csv",VIS,1,,1,5.903951937662223e-11,1.8487053592330753e-05,1.716224308084488,61.6018945044486,0.057207476936149596,7.958632684888542e-06,-4.4116783375651387e-10,-4.000212883928265e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294449645,0.0004531392639711508,32.22461938858032
"1066-Test #1066 10 45, Mar 25 2024.03.25.10.45.csv",NIR,1,,1,6.553668365925348e-11,1.0354301702733735e-05,2.0239820698446063,303.1928757591282,0.0674660689948202,5.4425294619791035e-05,-3.44278464432947e-09,-2.7171241293711057e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550792357,0.15628102874370597,0.0006774260758119527,32.22463083267212
"1061-Test #1061 10 44, Mar 25 2024.03.25.10.44.csv",UV,1,,1,6.097041653094151e-11,0.0002555486105224473,0.4380931175814645,126.21441359008038,0.014603103919382151,1.1200163158067604e-05,-5.47483028754417e-10,-6.205058120463001e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0013202027000009753,32.962475538253784
"1061-Test #1061 10 44, Mar 25 2024.03.25.10.44.csv",VIS,1,,1,6.079849031288304e-11,9.47446961349783e-05,1.716224308084726,61.60189450437241,0.057207476936157534,7.9586326848787e-06,-4.411678337612561e-10,-4.000212881425289e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.0003409830444982603,32.96249794960022
"1061-Test #1061 10 44, Mar 25 2024.03.25.10.44.csv",NIR,1,,1,6.255084649780338e-11,0.0004651147115967566,2.0239820698450113,303.1928757589544,0.0674660689948337,5.4425294619759844e-05,-3.44278464437992e-09,-2.717124128563488e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0014493582103840491,32.96251130104065
"1093-Test #1093 10 47, Mar 25 2024.03.25.10.47.csv",UV,1,,1,6.204679778265583e-11,0.0004105239411634475,0.4380931175813599,126.2144135900379,0.014603103919378663,1.1200163158063834e-05,-5.474830287427807e-10,-6.205058120667452e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.0007413669861632365,27.4402973651886
"1093-Test #1093 10 47, Mar 25 2024.03.25.10.47.csv",VIS,1,,1,6.049075226822667e-11,4.750400520307473e-06,1.7162243080846227,61.601894504285866,0.05720747693615409,7.958632684867517e-06,-4.4116783377230294e-10,-4.0002128809376945e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136981967,0.11292126294449645,0.00030017870127225984,27.440325021743774
"1093-Test #1093 10 47, Mar 25 2024.03.25.10.47.csv",NIR,1,,1,6.491157014739622e-11,9.708366337974772e-05,2.023982069844434,303.192875759165,0.06746606899481446,5.442529461979765e-05,-3.442784644324302e-09,-2.7171241295826577e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550792357,0.15628102874370597,0.0007887216906261147,27.440342664718628
"1090-Test #1090 10 47, Mar 25 2024.03.25.10.47.csv",UV,1,,1,6.242236863378688e-11,0.00026482254120780205,0.4380931175813854,126.21441359005243,0.014603103919379514,1.1200163158065122e-05,-5.474830287495733e-10,-6.205058120673235e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416125319,0.07869545169245384,0.0007068806355851724,28.342973947525024
"1090-Test #1090 10 47, Mar 25 2024.03.25.10.47.csv",VIS,1,,1,6.062722174819228e-11,5.2770688748008765e-05,1.7162243080843589,61.601894504074295,0.05720747693614529,7.958632684840183e-06,-4.411678337628927e-10,-4.0002128778589805e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136981967,0.11292126294449645,0.00030025826484021765,28.342997789382935
"1090-Test #1090 10 47, Mar 25 2024.03.25.10.47.csv",NIR,1,,1,6.411487678926194e-11,0.0006813424174567647,2.0239820698443363,303.19287575903707,0.06746606899481121,5.442529461977467e-05,-3.442784644324699e-09,-2.7171241289247124e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874381966,0.0006440963020807656,28.343010902404785
"1087-Test #1087 10 46, Mar 25 2024.03.25.10.46.csv",UV,1,,1,6.190078229057587e-11,0.00021987691042455346,0.43809311758133224,126.2144135899995,0.014603103919377742,1.1200163158060424e-05,-5.474830287451808e-10,-6.205058120192605e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416125319,0.07869545169245384,0.000847088929572549,28.768226623535156
"1087-Test #1087 10 46, Mar 25 2024.03.25.10.46.csv",VIS,1,,1,6.064888422809617e-11,1.4172598886009658e-05,1.716224308084733,61.601894504332606,0.05720747693615777,7.958632684873556e-06,-4.4116783376707785e-10,-4.0002128817447327e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294449645,0.00040104484901841767,28.76824712753296
"1087-Test #1087 10 46, Mar 25 2024.03.25.10.46.csv",NIR,1,,1,6.390734278348012e-11,2.0068784674750606e-05,2.0239820698445437,303.19287575915877,0.06746606899481812,5.442529461979652e-05,-3.442784644299899e-09,-2.717124129872558e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0012336912584119003,28.76826047897339
"1096-Test #1096 10 48, Mar 25 2024.03.25.10.48.csv",UV,1,,1,6.12549146782916e-11,0.0005359222234032271,0.43809311758140695,126.21441359011315,0.014603103919380231,1.120016315807051e-05,-5.47483028748842e-10,-6.20505812085096e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.000626056620308322,27.396522045135498
"1096-Test #1096 10 48, Mar 25 2024.03.25.10.48.csv",VIS,1,,1,6.059304156795282e-11,0.00014264558884863844,1.7162243080843382,61.60189450442104,0.057207476936144606,7.95863268488498e-06,-4.411678337404097e-10,-4.00021288234809e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.0002651997792860166,27.396544694900513
"1096-Test #1096 10 48, Mar 25 2024.03.25.10.48.csv",NIR,1,,1,6.429952189935985e-11,0.00047842021596265365,2.0239820698446707,303.1928757593277,0.06746606899482235,5.442529461982685e-05,-3.4427846442948553e-09,-2.7171241303845357e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.000950985552453402,27.39655900001526
"1076-Test #1076 10 45, Mar 25 2024.03.25.10.45.csv",UV,1,,1,5.789621934257669e-11,0.00047150465319296915,0.4380931175814524,126.21441359003072,0.014603103919381747,1.1200163158063196e-05,-5.474830287511827e-10,-6.205058119961849e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.000804565763056737,32.01178741455078
"1076-Test #1076 10 45, Mar 25 2024.03.25.10.45.csv",VIS,1,,1,5.967644262632262e-11,1.5140484192620411e-05,1.716224308084884,61.60189450438649,0.0572074769361628,7.958632684880517e-06,-4.4116783378550345e-10,-4.0002128829829836e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136981967,0.11292126294438276,0.0002862143499977953,32.011810302734375
