file,segment,ok,error,exact,relres,relres_full,delta_px,stretch_ppm,c0,c1,c2,c3,n_ref,windows_used,windows_total,on_model_lo,on_model_hi,n_native,pitch_start,pitch_end,max_window_relres,seconds
"1024-Test #1024 10 40, Mar 25 2024.03.25.10.40.csv",VIS,1,,1,5.964195627307971e-11,0.0002618447052469501,1.7162243080848014,61.60189450410288,0.057207476936160045,7.958632684843876e-06,-4.411678337802421e-10,-4.000212877483211e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.0003213017399660637,28.158904552459717
"1024-Test #1024 10 40, Mar 25 2024.03.25.10.40.csv",NIR,1,,1,6.494209419100073e-11,0.00024829867503178696,2.023982069845016,303.19287575896436,0.06746606899483387,5.4425294619761626e-05,-3.442784644379987e-09,-2.7171241285335687e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0016166229347084116,28.158921241760254
"1032-Test #1032 10 41, Mar 25 2024.03.25.10.41.csv",UV,1,,1,5.89476572597266e-11,0.0012459249572122108,0.43809311758132136,126.21441359009198,0.014603103919377379,1.1200163158068632e-05,-5.474830287459657e-10,-6.205058121226686e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416125319,0.07869545169245384,0.0008432688975368802,28.407008409500122
"1032-Test #1032 10 41, Mar 25 2024.03.25.10.41.csv",VIS,1,,1,5.93411553074653e-11,0.000160915375477989,1.7162243080844084,61.60189450430366,0.057207476936146945,7.958632684869815e-06,-4.4116783376062615e-10,-4.000212881285661e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294449645,0.0003004281001338782,28.407044172286987
"1032-Test #1032 10 41, Mar 25 2024.03.25.10.41.csv",NIR,1,,1,6.816667247966646e-11,9.571061611076512e-05,2.0239820698445943,303.19287575916206,0.06746606899481981,5.4425294619797114e-05,-3.4427846443098624e-09,-2.7171241296598586e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550803726,0.15628102874370597,0.0014775966965814183,28.407059907913208
"1000-Test #1000 10 38, Mar 25 2024.03.25.10.38.csv",UV,1,,1,6.39033090900392e-11,0.0008044670109623209,0.4380931175814131,126.21441359013629,0.014603103919380437,1.1200163158072566e-05,-5.47483028741033e-10,-6.205058121142223e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416128161,0.07869545169245384,0.000818856065479325,28.43294596672058
"1000-Test #1000 10 38, Mar 25 2024.03.25.10.38.csv",VIS,1,,1,6.61255914554319e-11,0.00019952802645280826,1.7162243080841417,61.601894504084946,0.057207476936138056,7.95863268484156e-06,-4.411678337352859e-10,-4.0002128764886515e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.0004374241305271189,28.432985067367554
"1000-Test #1000 10 38, Mar 25 2024.03.25.10.38.csv",NIR,1,,1,6.481051798171796e-11,0.0004906804019104978,2.0239820698445685,303.1928757591776,0.06746606899481895,5.442529461979989e-05,-3.4427846443452645e-09,-2.717124129434512e-13,866.5810912660887,13,13,623.0333333334336,943.9999999998047,1921,0.19835203550792357,0.15628102874370597,0.001221894549652791,28.43300175666809
"1015-Test #1015 10 39, Mar 25 2024.03.25.10.39.csv",UV,1,,1,6.27653828151808e-11,0.001090167333480122,0.43809311758124697,126.21441359006755,0.014603103919374898,1.1200163158066465e-05,-5.47483028743432e-10,-6.205058120838439e-14,919.5663461700353,13,13,195.4999999999994,358.9333333334137,2091,0.09599423416125319,0.07869545169245384,0.0006156191646623958,28.4536235332489
"1015-Test #1015 10 39, Mar 25 2024.03.25.10.39.csv",VIS,1,,1,6.400614906700663e-11,5.468201554411503e-05,1.716224308084234,61.60189450430348,0.05720747693614114,7.958632684869793e-06,-4.411678337373204e-10,-4.0002128808069e-14,935.662048746658,13,13,368.0000000000832,616.6000000001025,1986,0.14168222136987652,0.11292126294438276,0.00030063978020510935,28.453667879104614
