campaign,file,segment,ok,error,exact,relres,relres_full,delta_px,stretch_ppm,c0,c1,c2,c3,n_ref,windows_used,windows_total,on_model_lo,on_model_hi,n_native,pitch_start,pitch_end,max_window_relres,seconds
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_41_42,2025_04_01_17_41_42_20250401_054135_PM_AverageSpectrum.csv,UV,1,,1,7.672881679287167e-11,0.003226344473457268,1.3222600443783203,61.41353330593025,0.044075334812610674,5.449786387898708e-06,-2.6641659988098215e-10,-3.019322269463072e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.0035054593598378017,45.63199162483215
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_41_42,2025_04_01_17_41_42_20250401_054135_PM_AverageSpectrum.csv,VIS,1,,1,6.278401046371411e-11,2.601765415273977e-05,1.369722305493247,55.795724559199996,0.04565741018310823,7.2085068280135384e-06,-3.9958639469866816e-10,-3.623180215147586e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.1416814033650553,0.11292061099152306,0.0002811110067905591,45.6320116519928
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_41_42,2025_04_01_17_41_42_20250401_054135_PM_AverageSpectrum.csv,NIR,1,,1,7.738212111546368e-11,0.008062432558344927,-2.278966974635083,75.51300590648151,-0.07596556582116942,1.3555125870936771e-05,3.290903123353365e-09,4.633508259905243e-14,866.4887758531573,13,13,623.0333333334336,943.0,1922,0.19830021778432183,0.15625390480340684,0.0011919825484860117,45.63202404975891
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_40_55,2025_04_01_17_40_55_20250401_054048_PM_AverageSpectrum.csv,UV,1,,1,8.50465985845066e-11,0.005882335126774254,1.32226004437832,61.41353330599363,0.04407533481261066,5.449786387904332e-06,-2.6641659987747196e-10,-3.019322270208324e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.0031067150941791744,51.81247901916504
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_40_55,2025_04_01_17_40_55_20250401_054048_PM_AverageSpectrum.csv,VIS,1,,1,6.277345993682814e-11,8.017575706715655e-06,1.3697223054938437,55.795724559066585,0.04565741018312812,7.208506827996302e-06,-3.99586394763362e-10,-3.623180210795653e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.1416814033650553,0.11292061099140938,0.00017679132578935823,51.81255340576172
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_40_55,2025_04_01_17_40_55_20250401_054048_PM_AverageSpectrum.csv,NIR,1,,1,7.354673722053322e-11,0.0013767030482267273,-2.2789669746343293,75.51300590638529,-0.0759655658211443,1.35551258709195e-05,3.290903123287462e-09,4.6335082656831505e-14,866.4887758531573,13,13,623.0333333334336,943.7999999998049,1922,0.19830021778432183,0.15625390480340684,0.0006913093053783028,51.81258583068848
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_42_05,2025_04_01_17_42_05_20250401_054158_PM_AverageSpectrum.csv,UV,1,,1,7.734554522522615e-11,0.007604576467534074,1.3222600443783352,61.413533306071166,0.044075334812611174,5.449786387911212e-06,-2.6641659988279833e-10,-3.019322271543665e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.002604105248549229,45.12695860862732
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_42_05,2025_04_01_17_42_05_20250401_054158_PM_AverageSpectrum.csv,VIS,1,,1,6.268503164094294e-11,0.00029827373573300896,1.3697223054937464,55.79572455904982,0.04565741018312488,7.208506827994137e-06,-3.995863947593175e-10,-3.623180211812066e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.14168140336499846,0.11292061099140938,0.00015711943544863304,45.12701058387756
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_42_05,2025_04_01_17_42_05_20250401_054158_PM_AverageSpectrum.csv,NIR,1,,1,7.689982595917328e-11,0.004059856115341557,-2.278966974634455,75.51300590653827,-0.0759655658211485,1.3555125870946961e-05,3.290903123322139e-09,4.633508257825629e-14,866.4887758531573,13,13,623.0333333334336,943.0,1922,0.19830021778432183,0.15625390480340684,0.0006094328587475653,45.127032995224
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_40_32,2025_04_01_17_40_32_20250401_054025_PM_AverageSpectrum.csv,UV,1,,1,7.847813130279216e-11,0.0003839351198414872,1.3222600443782622,61.41353330604962,0.04407533481260874,5.4497863879093e-06,-2.6641659987315945e-10,-3.0193222709402836e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.0031977503411663366,56.784772634506226
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_40_32,2025_04_01_17_40_32_20250401_054025_PM_AverageSpectrum.csv,VIS,1,,1,6.289139847213799e-11,0.00033336332196063885,1.3697223054938326,55.79572455911353,0.04565741018312775,7.208506828002368e-06,-3.9958639476024794e-10,-3.623180211990745e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.14168140336499846,0.11292061099140938,0.00020589190103710247,56.784828901290894
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_40_32,2025_04_01_17_40_32_20250401_054025_PM_AverageSpectrum.csv,NIR,1,,1,7.263808973608675e-11,0.004881663523736211,-2.278966974634603,75.51300590628529,-0.07596556582115342,1.3555125870901548e-05,3.2909031232975474e-09,4.633508267232095e-14,866.4887758531573,13,13,623.0333333334336,943.0,1922,0.19830021778420814,0.15625390480340684,0.0005993065140236792,56.78485584259033
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_26_46,2025_04_01_17_26_46_20250401_052640_PM_AverageSpectrum.csv,UV,1,,1,7.813999050405844e-11,0.004637166702663612,1.3222600443781305,61.41353330601315,0.04407533481260435,5.449786387906064e-06,-2.6641659986445436e-10,-3.019322270952639e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794364924,0.07869038027132547,0.0030383138130807143,102.2211525440216
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_26_46,2025_04_01_17_26_46_20250401_052640_PM_AverageSpectrum.csv,VIS,1,,1,6.268382919221416e-11,0.00028950008697155695,1.3697223054939913,55.795724559096186,0.045657410183133046,7.2085068280001265e-06,-3.995863947771175e-10,-3.6231802105780225e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.1416814033650553,0.11292061099140938,0.0002961545659577796,102.22131943702698
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_26_46,2025_04_01_17_26_46_20250401_052640_PM_AverageSpectrum.csv,NIR,1,,1,6.956091244720828e-11,0.0005160759429114418,-2.278966974634561,75.51300590655441,-0.07596556582115203,1.3555125870949858e-05,3.290903123312343e-09,4.633508260713291e-14,866.4887758531573,13,13,623.0333333334336,943.7999999998049,1922,0.19830021778420814,0.15625390480340684,0.000396830963253399,102.22137498855591
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_24_04,2025_04_01_17_24_04_20250401_052358_PM_AverageSpectrum.csv,UV,1,,1,8.626420979235868e-11,0.0035695251116309953,1.3222600443782737,61.41353330604374,0.04407533481260913,5.449786387908778e-06,-2.6641659987998467e-10,-3.019322270621439e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.003654885931668251,115.68505644798279
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_24_04,2025_04_01_17_24_04_20250401_052358_PM_AverageSpectrum.csv,VIS,1,,1,6.286199208366389e-11,0.0006283342092271233,1.3697223054938854,55.79572455915536,0.045657410183129514,7.208506828007772e-06,-3.9958639477090275e-10,-3.6231802122155475e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.1416814033650553,0.11292061099140938,0.00016668299310217306,115.6850848197937
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_24_04,2025_04_01_17_24_04_20250401_052358_PM_AverageSpectrum.csv,NIR,1,,1,7.794274875681642e-11,0.0003387462293993947,-2.278966974634529,75.5130059064035,-0.07596556582115097,1.355512587092277e-05,3.290903123321399e-09,4.6335082603486554e-14,866.4887758531573,13,13,623.0333333334336,943.7999999998049,1922,0.19830021778432183,0.15625390480340684,0.0011391527992561522,115.68509936332703
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_45_21,2025_04_01_17_45_21_20250401_054514_PM_AverageSpectrum.csv,UV,1,,1,7.932623175037542e-11,0.0083299400439588,1.3222600443783374,61.41353330602913,0.04407533481261125,5.449786387907481e-06,-2.6641659988162425e-10,-3.019322271005303e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.0030039088807513516,48.04785346984863
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_45_21,2025_04_01_17_45_21_20250401_054514_PM_AverageSpectrum.csv,VIS,1,,1,6.270092262472361e-11,0.0005329471036515478,1.3697223054946641,55.79572455885768,0.04565741018315547,7.208506827969313e-06,-3.995863948340884e-10,-3.623180204939798e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.1416814033650553,0.11292061099140938,0.00022862561431065377,48.04788136482239
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_45_21,2025_04_01_17_45_21_20250401_054514_PM_AverageSpectrum.csv,NIR,1,,1,7.29226998298168e-11,0.0044543196723292825,-2.2789669746343812,75.51300590643226,-0.07596556582114604,1.355512587092793e-05,3.290903123301546e-09,4.6335082626746376e-14,866.4887758531573,13,13,623.0333333334336,943.0,1922,0.19830021778432183,0.15625390480340684,0.0005686257109747988,48.04790019989014
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_42_58,2025_04_01_17_42_58_20250401_054250_PM_AverageSpectrum.csv,UV,1,,1,7.23909026619518e-11,0.004013145820137755,1.322260044378378,61.41353330612573,0.0440753348126126,5.449786387916054e-06,-2.6641659987981417e-10,-3.0193222723007664e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794364924,0.07869038027132547,0.0024632044121132303,54.57581877708435
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_42_58,2025_04_01_17_42_58_20250401_054250_PM_AverageSpectrum.csv,VIS,1,,1,6.277652063351218e-11,0.00033587987655931003,1.3697223054936918,55.7957245590726,0.04565741018312306,7.20850682799708e-06,-3.9958639476155043e-10,-3.623180211430534e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.14168140336499846,0.11292061099140938,0.00023222241320470445,54.57585406303406
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_42_58,2025_04_01_17_42_58_20250401_054250_PM_AverageSpectrum.csv,NIR,1,,1,7.80500995431974e-11,0.0025641762573851215,-2.27896697463493,75.51300590641603,-0.07596556582116434,1.3555125870925018e-05,3.290903123333959e-09,4.633508261260478e-14,866.4887758531573,13,13,623.0333333334336,943.0,1922,0.19830021778432183,0.15625390480340684,0.0007752451416400932,54.57587647438049
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_41_18,2025_04_01_17_41_18_20250401_054112_PM_AverageSpectrum.csv,UV,1,,1,7.886955945202333e-11,0.008001353756323704,1.3222600443783206,61.41353330598664,0.04407533481261069,5.449786387903712e-06,-2.664165998816503e-10,-3.0193222701519263e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.003196437207984399,57.508920669555664
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_41_18,2025_04_01_17_41_18_20250401_054112_PM_AverageSpectrum.csv,VIS,1,,1,6.281652346639845e-11,0.0008650703453473902,1.3697223054939378,55.79572455903813,0.04565741018313126,7.208506827992627e-06,-3.9958639477935115e-10,-3.623180208805555e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.14168140336499846,0.11292061099140938,0.0002066001388348828,57.508973598480225
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_41_18,2025_04_01_17_41_18_20250401_054112_PM_AverageSpectrum.csv,NIR,1,,1,7.624589621473605e-11,0.0007918020487624252,-2.278966974634456,75.51300590651006,-0.07596556582114852,1.3555125870941896e-05,3.2909031233241855e-09,4.633508259019514e-14,866.4887758531573,13,13,623.0333333334336,943.7999999998049,1922,0.19830021778432183,0.15625390480340684,0.0006976115370622894,57.50899529457092
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_46_06,2025_04_01_17_46_06_20250401_054559_PM_AverageSpectrum.csv,UV,1,,1,8.287626597681685e-11,0.0027065417462292505,1.3222600443781871,61.41353330606616,0.04407533481260624,5.449786387910767e-06,-2.6641659986778603e-10,-3.0193222710524855e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794364924,0.07869038027126862,0.0033194889701362203,47.43026375770569
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_46_06,2025_04_01_17_46_06_20250401_054559_PM_AverageSpectrum.csv,VIS,1,,1,6.27690154738185e-11,0.00013075890796192981,1.369722305494065,55.795724558796834,0.0456574101831355,7.208506827961453e-06,-3.995863947813985e-10,-3.6231802040809395e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.14168140336499846,0.11292061099152306,0.00020873691212554995,47.43028926849365
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_46_06,2025_04_01_17_46_06_20250401_054559_PM_AverageSpectrum.csv,NIR,1,,1,7.582083579006071e-11,0.001759171322437135,-2.278966974634686,75.51300590631817,-0.0759655658211562,1.3555125870907448e-05,3.2909031233267477e-09,4.6335082628242675e-14,866.4887758531573,13,13,623.0333333334336,943.7999999998049,1922,0.19830021778432183,0.15625390480340684,0.0007448974146396979,47.43030905723572
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_44_34,2025_04_01_17_44_34_20250401_054427_PM_AverageSpectrum.csv,UV,1,,1,7.725356606785601e-11,0.012743662283620099,1.3222600443782941,61.413533305971,0.04407533481260981,5.449786387902324e-06,-2.664165998756592e-10,-3.019322270494029e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794364924,0.07869038027132547,0.0023376598663026335,52.7648401260376
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_44_34,2025_04_01_17_44_34_20250401_054427_PM_AverageSpectrum.csv,VIS,1,,1,6.274315962396948e-11,0.00019316346251618276,1.3697223054941643,55.79572455895346,0.04565741018313881,7.2085068279816875e-06,-3.9958639480010574e-10,-3.6231802076804916e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.14168140336499846,0.11292061099140938,0.00019604185400755742,52.76487326622009
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_44_34,2025_04_01_17_44_34_20250401_054427_PM_AverageSpectrum.csv,NIR,1,,1,7.390985919224365e-11,0.0008113797773350402,-2.2789669746347836,75.51300590653801,-0.07596556582115944,1.3555125870946913e-05,3.2909031233244845e-09,4.633508259626188e-14,866.4887758531573,13,13,623.0333333334336,943.7999999998049,1922,0.19830021778432183,0.15625390480340684,0.0005035458884076713,52.76489281654358
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_25_15,2025_04_01_17_25_15_20250401_052508_PM_AverageSpectrum.csv,UV,1,,1,7.211795462049504e-11,0.0019790495066496984,1.3222600443781591,61.41353330607227,0.0440753348126053,5.44978638791131e-06,-2.6641659986918247e-10,-3.0193222713922694e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794364924,0.07869038027132547,0.0019880560791120548,115.0020797252655
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_25_15,2025_04_01_17_25_15_20250401_052508_PM_AverageSpectrum.csv,VIS,1,,1,6.284857878022444e-11,0.00025174095411121633,1.3697223054943535,55.79572455867055,0.04565741018314511,7.208506827945137e-06,-3.995863948077107e-10,-3.6231802020699e-14,935.662048746658,13,13,368.0000000000832,616.5666666667692,1987,0.14168140336499846,0.11292061099140938,0.00035684905545136573,115.00216770172119
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_25_15,2025_04_01_17_25_15_20250401_052508_PM_AverageSpectrum.csv,NIR,1,,1,7.706156064717418e-11,0.004116571619217669,-2.2789669746343075,75.51300590651572,-0.07596556582114358,1.3555125870942912e-05,3.2909031233200665e-09,4.633508260295439e-14,866.4887758531573,13,13,623.0333333334336,943.0,1922,0.19830021778432183,0.15625390480340684,0.0005511075233768466,115.00220108032227
hosts/opal/LabData/LIBS/profile_builder/mapping_01/2025_04_01_17_29_05,2025_04_01_17_29_05_20250401_052858_PM_AverageSpectrum.csv,UV,1,,1,7.387885296017601e-11,0.0027490556107404064,1.3222600443782637,61.41353330599584,0.04407533481260879,5.4497863879045284e-06,-2.664165998774818e-10,-3.019322270590513e-14,919.7531525530004,13,13,195.53333333333273,358.9666666667471,2091,0.09598804794367766,0.07869038027132547,0.00246803636101397,102.53991484642029
